CAT,LSP,AA,AB,BB,ALL,AA (Common),AB (Common),BB (Common),ALL (Common),AA (Same Flavour),AB (Same Flavour),BB (Same Flavour),ALL (Same Flavour)
L L E_3,"['H^+', 'H^0']","{'vvTTlE', 'vvTTllll', 'vvTTE', 'vvTTllE', 'vvTTlllE'}","{'vvTTlE', 'vvTTllll', 'vvTTE', 'vvTTllE', 'vvTTlllE'}","{'vvTTlE', 'vvTTllll', 'vvTTE', 'vvTTllE', 'vvTTlllE'}","{'vvTTlE', 'vvTTllll', 'vvTTE', 'vvTTllE', 'vvTTlllE'}",vvTT,vvTT,vvTT,vvTT,"['vvTTlE', 'vvTTlllE', 'vvTTllE', 'vvTTE', 'vvTTllll']","['vvTTlE', 'vvTTlllE', 'vvTTllE', 'vvTTE', 'vvTTllll']","['vvTTlE', 'vvTTlllE', 'vvTTllE', 'vvTTE', 'vvTTllll']","['vvTTlE', 'vvTTlllE', 'vvTTllE', 'vvTTE', 'vvTTllll']"
L L E_3,['q'],"{'jjTTE', 'jjTTllE', 'jjTTlllE', 'jjTTllll', 'jjTTlE'}",-,-,"{'jjTTE', 'jjTTllE', 'jjTTlllE', 'jjTTllll', 'jjTTlE'}",TTjj,-,-,TTjj,"['jjTTlllE', 'jjTTlE', 'jjTTE', 'jjTTllll', 'jjTTllE']",-,-,"['jjTTlllE', 'jjTTlE', 'jjTTE', 'jjTTllll', 'jjTTllE']"
L L E_3,['d'],{'jjTTllE'},-,-,{'jjTTllE'},llETTjj,-,-,llETTjj,['jjTTllE'],-,-,['jjTTllE']
L L E_3,['u'],{'jjTTllE'},-,-,{'jjTTllE'},llETTjj,-,-,llETTjj,['jjTTllE'],-,-,['jjTTllE']
L L E_3,"['l', 'nu']","{'TTllllE', 'TTE', 'TTllE'}","{'TTlllE', 'TTlE'}","{'TTll', 'TTllE'}","{'TTllllE', 'TTE', 'TTll', 'TTllE', 'TTlE', 'TTlllE'}",ETT,lETT,llTT,TT,"['TTE', 'TTllllE', 'TTllE']","['TTlllE', 'TTlE']","['TTll', 'TTllE']","['TTll', 'TTlE', 'TTllE', 'TTlllE', 'TTE', 'TTllllE']"
L L E_3,['e'],{'TTllllE'},-,-,{'TTllllE'},llllETT,-,-,llllETT,['TTllllE'],-,-,['TTllllE']
L L E_3,"['b_L', 't_L']","{'tbTTlE', 'tbTTlllE', 'ttTTE', 'ttTTllE', 'ttTTllll', 'bbTTllE'}","{'tbTTllll', 'ttTTlE', 'tbTTllE', 'bbTTlE', 'tbTTE', 'bbTTlllE', 'ttTTlllE'}","{'tbTTlE', 'tbTTlllE', 'bbTTllll', 'bbTTE', 'ttTTllE', 'bbTTllE'}","{'33TTllE', '33TTlE', '33TTlllE', '33TTE', '33TTllll'}",TT,TT,TT,TT,"['tbTTlllE', 'tbTTlE', 'ttTTE', 'ttTTllll', 'ttTTllE', 'bbTTllE']","['bbTTlllE', 'ttTTlllE', 'ttTTlE', 'bbTTlE', 'tbTTE', 'tbTTllll', 'tbTTllE']","['tbTTlllE', 'tbTTlE', 'bbTTE', 'bbTTllll', 'ttTTllE', 'bbTTllE']","['33TTlllE', '33TTlE', '33TTE', '33TTllll', '33TTllE']"
L L E_3,['t'],{'ttTTllE'},-,-,{'ttTTllE'},ttETTll,-,-,ttETTll,['ttTTllE'],-,-,['ttTTllE']
L L E_3,['b'],{'bbTTllE'},-,-,{'bbTTllE'},llbbETT,-,-,llbbETT,['bbTTllE'],-,-,['bbTTllE']
L L E_3,"['tau_L', 'nu_tau']","{'TTE', 'LLTTllE', 'LTTlE'}","{'LTTTlllE', 'LLTTlE', 'LTTE'}","{'TTTTllll', 'LLTTE', 'LTTTllE'}","{'TTE', 'LLTTE', 'LLTTllE', 'TTTTllll', 'LTTTlllE', 'LLTTlE', 'LTTE'}",ETT,ETT,TT,TT,"['TTE', 'LLTTllE', 'LTTlE']","['LLTTlE', 'LTTTlllE', 'LTTE']","['LTTTllE', 'LLTTE', 'TTTTllll']","['LTTE', 'TTTTllll', 'LTTTlllE', 'LLTTE', 'LLTTlE', 'TTE', 'LLTTllE']"
L L E_3,['tau'],"{'llE', 'TTllE', 'TTTTllE'}",-,-,"{'llE', 'TTllE', 'TTTTllE'}",llE,-,-,llE,"['llE', 'TTTTllE', 'TTllE']",-,-,"['llE', 'TTTTllE', 'TTllE']"
L_3 L E_3,['B'],{'LLTTE'},-,-,{'LLTTE'},ETT,-,-,ETT,['LLTTE'],-,-,['LLTTE']
L_3 L E_3,"['W^+', 'W^0']","{'TTE', 'LLTTE', 'jjLLLTTE', 'vvtbLLTTE', 'tbLTTE', 'TTTTll', 'jjjjLLTTE', 'vvLLLTTE', 'ttbbLLTTE', 'tbjjLLTTE', 'jjLTTE', 'vvjjLLTTE', 'tbLLLTTE', 'LLLLTTE', 'vvLTTE', 'vvvvLLTTE'}","{'jjLLLTTE', 'tbbbLLTTE', 'LLLLLTTE', 'vvLLTTE', 'vvjjLLTTE', 'LTTE', 'vv33LLTTE', 'jjLTTE', 'ttLTTE', 'vvLTTE', 'vvvvLLTTE', 'ttLLLTTE', 'LLLTTE', 'vvLLLLTTE', 'jjLLLLTTE', '33jjLLTTE', 'vvLLLTTE', 'tbLLLLTTE', 'bbLLLTTE', 'jjjjLLTTE', 'bbLTTE', 'tttbLLTTE', 'jjLLTTE', 'tbLLTTE'}","{'LLTTE', 'ttbbLLTTE', 'vvbbLLTTE', 'vvLLTTE', 'vvjjLLTTE', 'LLLLTTE', 'LLLLLLTTE', 'ttttLLTTE', 'bbLLTTE', 'vvttLLTTE', 'bbjjLLTTE', 'bbLLLLTTE', 'vvvvLLTTE', 'ttLLLLTTE', 'vvLLLLTTE', 'ttjjLLTTE', 'jjLLLLTTE', 'ttLLTTE', 'jjjjLLTTE', 'bbbbLLTTE', 'jjLLTTE'}","{'33LLLTTE', 'LLTTE', 'jjLLLTTE', 'TTTTll', '33LLTTE', 'LLLLLTTE', 'vvLLTTE', 'vvjjLLTTE', 'LLLLTTE', 'LLLLLLTTE', 'vv33LLTTE', 'LTTE', 'TTE', '3333LLTTE', 'jjLTTE', 'vvLTTE', '33LLLLTTE', 'vvvvLLTTE', 'LLLTTE', 'vvLLLLTTE', 'jjLLLLTTE', '33jjLLTTE', 'vvLLLTTE', 'jjjjLLTTE', '33LTTE', 'jjLLTTE'}",TT,TTE,TTE,TT,"['tbvvLLTTE', 'jjvvLLTTE', 'jjLLLTTE', 'tbLLLTTE', 'tbLTTE', 'jjLTTE', 'TTTTll', 'jjjjLLTTE', 'ttbbLLTTE', 'tbjjLLTTE', 'vvLTTE', 'TTE', 'vvLLLTTE', 'LLLLTTE', 'LLTTE', 'vvvvLLTTE']","['(JJ)vvLLTTE', 'LTTE', '(JJ)LLLTTE', '(JJ)LTTE', 'LLLLLTTE', 'tbbbLLTTE', '33jjLLTTE', 'jjjjLLTTE', 'tttbLLTTE', 'LLLTTE', 'vvLLLTTE', 'vvLLLLTTE', 'vvLTTE', 'jjLLTTE', 'tbLLTTE', 'jjLLLLTTE', 'tbLLLLTTE', 'vvvvLLTTE', 'vvLLTTE']","['(JJ)vvLLTTE', 'LLLLLLTTE', '(JJ)LLLLTTE', 'ttbbLLTTE', 'ttttLLTTE', 'bbjjLLTTE', 'ttjjLLTTE', 'jjjjLLTTE', 'bbbbLLTTE', 'vvLLLLTTE', '(JJ)LLTTE', 'vvLLTTE', 'LLLLTTE', 'LLTTE', 'vvvvLLTTE']","['LLLLLLTTE', 'TTTTll', 'LLLLLTTE', 'vvLLLTTE', 'TTE', '(JJ)LLTTE', 'LLLLTTE', 'vvvvLLTTE', '(JJ)vvLLTTE', '(JJ)LLLTTE', '3333LLTTE', '33jjLLTTE', 'jjjjLLTTE', 'LLLTTE', 'vvLTTE', 'vvLLLLTTE', '(JJ)LLLLTTE', 'vvLLTTE', '(JJ)LTTE', 'LTTE', 'LLTTE']"
L_3 L E_3,['G'],"{'ttbbLLTTE', 'jjjjTTE', 'tbjjTTE', 'tttbLTTTlE', 'ttttLLTTE', '33jjLTTTlE', 'ttbbTTTTll', 'tttbLTTE', 'bbjjLLTTE', 'tbjjTTTTll', 'ttjjLLTTE', 'tbbbLTTTlE', 'jjjjLLTTE', 'jjjjLTTTlE', 'bbbbLLTTE', 'jjjjLTTE', 'jjjjTTTTll', '33jjLTTE', 'ttbbTTE', '33jjTTTlE', 'tbbbLTTE'}",-,-,"{'ttbbLLTTE', 'jjjjTTE', 'tbjjTTE', 'tttbLTTTlE', 'ttttLLTTE', '33jjLTTTlE', 'ttbbTTTTll', 'tttbLTTE', 'bbjjLLTTE', 'tbjjTTTTll', 'ttjjLLTTE', 'tbbbLTTTlE', 'jjjjLLTTE', 'jjjjLTTTlE', 'bbbbLLTTE', 'jjjjLTTE', 'jjjjTTTTll', '33jjLTTE', 'ttbbTTE', '33jjTTTlE', 'tbbbLTTE'}",TT,-,-,TT,"['ttbbLLTTE', 'ttttLLTTE', 'bbjjLLTTE', 'ttjjLLTTE', 'jjjjLLTTE', 'bbbbLLTTE', '33jjTlTTE', 'jjjjTTE', 'tbjjTTE', 'ttbbTTE', 'tttbLTTTlE', '33jjLTTTlE', 'tbbbLTTTlE', 'jjjjLTTTlE', 'tttbLTTE', 'jjjjLTTE', '33jjLTTE', 'tbbbLTTE', 'ttbbTTTTll', 'tbjjTTTTll', 'jjjjTTTTll']",-,-,"['ttbbLLTTE', 'ttttLLTTE', 'bbjjLLTTE', 'ttjjLLTTE', 'jjjjLLTTE', 'bbbbLLTTE', '33jjTlTTE', 'jjjjTTE', 'tbjjTTE', 'ttbbTTE', 'tttbLTTTlE', '33jjLTTTlE', 'tbbbLTTTlE', 'jjjjLTTTlE', 'tttbLTTE', 'jjjjLTTE', '33jjLTTE', 'tbbbLTTE', 'ttbbTTTTll', 'tbjjTTTTll', 'jjjjTTTTll']"
L_3 L E_3,"['H^+', 'H^0']","{'vvLTTTlE', 'vvTTTTll', 'vvLLTTE', 'vvTTE', 'vvLTTE'}","{'vvLTTTlE', 'vvTTTTll', 'vvLLTTE', 'vvTTE', 'vvLTTE'}","{'vvLTTTlE', 'vvTTTTll', 'vvLLTTE', 'vvTTE', 'vvLTTE'}","{'vvLTTTlE', 'vvTTTTll', 'vvLLTTE', 'vvTTE', 'vvLTTE'}",vvTT,vvTT,vvTT,vvTT,"['vvLTTTlE', 'vvLTTE', 'vvLLTTE', 'vvTTE', 'vvTTTTll']","['vvLTTTlE', 'vvLTTE', 'vvLLTTE', 'vvTTE', 'vvTTTTll']","['vvLTTTlE', 'vvLTTE', 'vvLLTTE', 'vvTTE', 'vvTTTTll']","['vvLTTTlE', 'vvLTTE', 'vvLLTTE', 'vvTTE', 'vvTTTTll']"
L_3 L E_3,['q'],"{'jjTTE', 'jjTTTTll', 'jjLTTE', 'jjLLTTE', 'jjLTTTlE'}",-,-,"{'jjTTE', 'jjTTTTll', 'jjLTTE', 'jjLLTTE', 'jjLTTTlE'}",TTjj,-,-,TTjj,"['jjLTTTlE', 'jjLTTE', 'jjTTE', 'jjTTTTll', 'jjLLTTE']",-,-,"['jjLTTTlE', 'jjLTTE', 'jjTTE', 'jjTTTTll', 'jjLLTTE']"
L_3 L E_3,['d'],{'jjLLTTE'},-,-,{'jjLLTTE'},ETTjj,-,-,ETTjj,['jjLLTTE'],-,-,['jjLLTTE']
L_3 L E_3,['u'],{'jjLLTTE'},-,-,{'jjLLTTE'},ETTjj,-,-,ETTjj,['jjLLTTE'],-,-,['jjLLTTE']
L_3 L E_3,"['l', 'nu']","{'TTE', 'LLTTllE', 'LTTlE'}","{'LTTTlllE', 'LLTTlE', 'LTTE'}","{'LLTTE', 'TTTTll', 'TTTTllll', 'TTTT', 'LTTTllE'}","{'TTE', 'LLTTE', 'LLTTllE', 'TTTTll', 'TTTTllll', 'LTTTlllE', 'LLTTlE', 'TTTT', 'LTTE'}",ETT,ETT,TT,TT,"['TTE', 'LLTTllE', 'LTTlE']","['LLTTlE', 'LTTTlllE', 'LTTE']","['TTTT', 'TTTTllll', 'TTTTll', 'LLTTE', 'LTTTllE']","['TTTT', 'LTTE', 'TTTTllll', 'TTTTll', 'LTTTlllE', 'LLTTE', 'LLTTlE', 'TTE', 'LLTTllE']"
L_3 L E_3,['e'],{'LLTTllE'},-,-,{'LLTTllE'},llETT,-,-,llETT,['LLTTllE'],-,-,['LLTTllE']
L_3 L E_3,"['b_L', 't_L']","{'tbLTTE', 'bbLLTTE', 'ttTTE', 'ttTTTlE', 'tbLTTTlE', 'ttTTTTll'}","{'bbLTTE', 'tbTTTTll', 'ttLTTE', 'ttLTTTlE', 'tbTTE', 'tbLLTTE', 'bbLTTTlE'}","{'tbLTTE', 'bbTTTlE', 'bbTTE', 'tbLTTTlE', 'bbTTTTll', 'ttLLTTE'}","{'33TTTTll', '33LTTE', '33LTTTlE', '33LLTTE', '33TTE'}",TT,TT,TT,TT,"['tbLTTTlE', 'tbLTTE', 'ttTTE', 'ttTTTTll', 'bbLLTTE', 'ttTlTTE']","['ttLTTTlE', 'bbLTTTlE', 'bbLTTE', 'ttLTTE', 'tbTTE', 'tbTTTTll', 'tbLLTTE']","['tbLTTTlE', 'tbLTTE', 'bbTTE', 'bbTTTTll', 'bbTlTTE', 'ttLLTTE']","['33LTTTlE', '33LTTE', '33TTE', '33TTTTll', '33LLTTE']"
L_3 L E_3,['t'],{'ttLLTTE'},-,-,{'ttLLTTE'},ttETT,-,-,ttETT,['ttLLTTE'],-,-,['ttLLTTE']
L_3 L E_3,['b'],{'bbLLTTE'},-,-,{'bbLLTTE'},bbETT,-,-,bbETT,['bbLLTTE'],-,-,['bbLLTTE']
L_3 L E_3,"['tau_L', 'nu_tau']","{'LLTTTTE', 'TTE', 'LTTTE'}","{'LTTTTTlE', 'LTTE', 'LLTTTE'}","{'LLTTE', 'TTll', 'TTTTll', 'TTTTTTll', 'LTTTTlE'}","{'TTE', 'TTll', 'LLTTE', 'TTTTll', 'LLTTTE', 'TTTTTTll', 'LLTTTTE', 'LTTTTTlE', 'LTTE'}",ETT,ETT,TT,TT,"['TTE', 'LLTTTTE', 'LTTTE']","['LLTTTE', 'LTTTTTlE', 'LTTE']","['TTll', 'TTTTTTll', 'TTTTll', 'LLTTE', 'LTTTTlE']","['TTll', 'LTTE', 'TTTTTTll', 'TTTTll', 'LTTTTTlE', 'LLTTTE', 'TTE', 'LLTTTTE', 'LLTTE']"
L_3 L E_3,['tau'],"{'LLTTTTE', 'LLE', 'LLTTE'}",-,-,"{'LLTTTTE', 'LLE', 'LLTTE'}",E,-,-,E,"['LLE', 'LLTTTTE', 'LLTTE']",-,-,"['LLE', 'LLTTTTE', 'LLTTE']"
