Category,LSP,decays via,Signatures,Chain,NV_cascade,Signatures (ER)
L L E,b_L,l,bllX,"['b_L -- (b) -- B -- (l) -- l -- [X,l]', 'b_L -- (b) -- W^0 -- (l) -- l -- [X,l]']",2, 1b + 2l + MET
L L E,b_L,nu,tlll,"['b_L -- (t) -- W^+ -- (l) -- nu -- [l,l]']",2, 1t + 3l
L L E,b_L,nu,bllX,"['b_L -- (b) -- W^0 -- (X) -- nu -- [l,l]', 'b_L -- (b) -- B -- (X) -- nu -- [l,l]']",2, 1b + 2l + MET
L L E,b_L,e,bllX,"['b_L -- (b) -- B -- (l) -- e -- [l,X]']",2, 1b + 2l + MET
L_3 L E,b_L,l,tlX,"['b_L -- (t) -- W^+ -- (X) -- l -- [X,l]']",2, 1t + 1l + MET
L_3 L E,b_L,l,bllX,"['b_L -- (b) -- B -- (l) -- l -- [X,l]', 'b_L -- (b) -- W^0 -- (l) -- l -- [X,l]']",2, 1b + 2l + MET
L_3 L E,b_L,nu_tau,bllX,"['b_L -- (b) -- W^0 -- (X) -- nu_tau -- [l,l]', 'b_L -- (b) -- B -- (X) -- nu_tau -- [l,l]']",2, 1b + 2l + MET
L_3 L E,b_L,nu_tau,tTll,"['b_L -- (t) -- W^+ -- (T) -- nu_tau -- [l,l]']",2, 1t + 2l + 1tau
L_3 L E,b_L,e,bllX,"['b_L -- (b) -- B -- (l) -- e -- [l,X]']",2, 1b + 2l + MET
L_3 L E,b_L,tau_L,bTlX,"['b_L -- (b) -- B -- (T) -- tau_L -- [X,l]', 'b_L -- (b) -- W^0 -- (T) -- tau_L -- [X,l]']",2, 1b + 1l + 1tau + MET
L_3 L E,b_L,tau_L,tlX,"['b_L -- (t) -- W^+ -- (X) -- tau_L -- [X,l]']",2, 1t + 1l + MET
