CAT,LSP,AA,AB,BB,ALL,AA (Common),AB (Common),BB (Common),ALL (Common),AA (Same Flavour),AB (Same Flavour),BB (Same Flavour),ALL (Same Flavour)
L L E,['B'],{'llllX'},-,-,{'llllX'},Xllll,-,-,Xllll,['llllX'],-,-,['llllX']
L L E,"['W^+', 'W^0']","{'ttbbllllX', 'vvjjllllX', 'vvLllllX', 'tblllX', 'LLllllX', 'tbjjllllX', 'jjjjllllX', 'vvtbllllX', 'LlllX', 'vvlllX', 'vvvvllllX', 'llX', 'tbLllllX', 'jjlllX', 'jjLllllX', 'llllll'}","{'jjTTllllX', 'vvLllllX', 'jjllllX', '33jjllllX', 'jjlllX', 'tbllllllX', 'bblllX', 'vvjjllllX', 'tbbbllllX', 'jjllllllX', 'ttLllllX', 'jjLllllX', 'bbLllllX', 'tbllllX', 'lllX', 'tttbllllX', 'vv33llllX', 'jjjjllllX', 'vvllllX', 'vvlllX', 'vvvvllllX', 'vvllllllX', 'vvTTllllX', 'LLLllllX', 'ttlllX', 'LLlllX', 'tbTTllllX'}","{'jjTTllllX', 'TTllllX', 'llllllX', 'TTllllllX', 'llllX', 'jjllllX', 'ttjjllllX', 'vvjjllllX', 'bbllllX', 'jjllllllX', 'bbbbllllX', 'bbTTllllX', 'bbjjllllX', 'bbllllllX', 'TTTTllllX', 'jjjjllllX', 'vvllllX', 'llllllllX', 'ttttllllX', 'vvvvllllX', 'ttllllX', 'vvbbllllX', 'vvllllllX', 'ttllllllX', 'ttTTllllX', 'ttbbllllX', 'vvttllllX', 'vvTTllllX'}","{'jjTTllllX', 'vvLllllX', 'TTllllllX', 'LLllllX', 'jjllllX', '33jjllllX', '33llllX', 'jjlllX', '33llllllX', 'vvjjllllX', '3333llllX', 'jjllllllX', 'LlllX', 'jjLllllX', 'llllll', 'lllX', 'TTTTllllX', 'vv33llllX', 'vvllllX', 'jjjjllllX', 'vvlllX', '33TTllllX', 'vvvvllllX', 'llX', 'llllllllX', 'vvllllllX', 'vvTTllllX', 'LLLllllX', 'LLlllX', '33LllllX', '33lllX'}",ll,Xlll,Xllll,ll,"['tblllX', 'jjlllX', 'LLllllX', 'ttbbllllX', 'tbjjllllX', 'jjjjllllX', 'LlllX', 'tbLllllX', 'jjLllllX', 'vvlllX', 'llX', 'vvvvllllX', 'jjvvllllX', 'tbvvllllX', 'vvLllllX', 'llllll']","['LLLllllX', 'jjTTllllX', 'tbllllllX', 'jjllllllX', 'tbTTllllX', '(JJ)lllX', '33jjllllX', 'tbbbllllX', 'tttbllllX', 'jjjjllllX', 'jjllllX', 'tbllllX', '(JJ)LllllX', 'lllX', 'vvlllX', 'vvllllX', 'vvvvllllX', '(JJ)vvllllX', 'vvLllllX', 'LLlllX', '(LL)vvllllX']","['jjTTllllX', 'jjllllllX', 'bbTTllllX', 'bbllllllX', 'ttllllllX', 'ttTTllllX', 'TTllllllX', 'TTTTllllX', 'llllllllX', '(LL)llllX', 'ttjjllllX', 'bbbbllllX', 'bbjjllllX', 'jjjjllllX', 'ttttllllX', 'ttbbllllX', '(JJ)llllX', 'llllX', 'vvllllX', 'vvvvllllX', '(JJ)vvllllX', '(LL)vvllllX']","['jjTTllllX', '33llllllX', 'jjllllllX', '33TTllllX', 'LLllllX', '(JJ)llllX', 'lllX', 'vvlllX', 'vvllllX', 'vvvvllllX', 'vvLllllX', 'llllll', 'LLLllllX', 'llX', '(LL)vvllllX', 'TTllllllX', 'TTTTllllX', 'llllllllX', '(JJ)lllX', 'LlllX', '(JJ)vvllllX', 'LLlllX', '33jjllllX', '3333llllX', 'jjjjllllX', '(JJ)LllllX']"
L L E,['G'],"{'33jjllllX', 'tttblllX', 'tbjjllX', 'jjjjlllX', 'bbbbllllX', 'tbbblllllX', 'ttbbllX', 'jjjjllX', 'ttbbllllll', 'tbjjllllll', 'jjjjlllllX', '33jjlllX', 'jjjjllllX', 'tbbblllX', 'ttttllllX', '33jjlllllX', 'ttbbllllX', 'jjjjllllll', 'tttblllllX'}",-,-,"{'33jjllllX', 'tttblllX', 'tbjjllX', 'jjjjlllX', 'bbbbllllX', 'tbbblllllX', 'ttbbllX', 'jjjjllX', 'ttbbllllll', 'tbjjllllll', 'jjjjlllllX', '33jjlllX', 'jjjjllllX', 'tbbblllX', 'ttttllllX', '33jjlllllX', 'ttbbllllX', 'jjjjllllll', 'tttblllllX'}",ll,-,-,ll,"['ttbbllllll', 'tbjjllllll', 'jjjjllllll', '33jjllllX', 'bbbbllllX', 'jjjjllllX', 'ttttllllX', 'ttbbllllX', 'tttblllX', 'jjjjlllX', '33jjlllX', 'tbbblllX', 'tbjjllX', 'ttbbllX', 'jjjjllX', 'tbbblllllX', 'jjjjlllllX', '33jjlllllX', 'tttblllllX']",-,-,"['ttbbllllll', 'tbjjllllll', 'jjjjllllll', '33jjllllX', 'bbbbllllX', 'jjjjllllX', 'ttttllllX', 'ttbbllllX', 'tttblllX', 'jjjjlllX', '33jjlllX', 'tbbblllX', 'tbjjllX', 'ttbbllX', 'jjjjllX', 'tbbblllllX', 'jjjjlllllX', '33jjlllllX', 'tttblllllX']"
L L E,"['H^+', 'H^0']","{'vvlllllX', 'vvllllX', 'vvllllll', 'vvlllX', 'vvllX'}","{'vvlllllX', 'vvllllX', 'vvllllll', 'vvlllX', 'vvllX'}","{'vvlllllX', 'vvllllX', 'vvllllll', 'vvlllX', 'vvllX'}","{'vvlllllX', 'vvllllX', 'vvllllll', 'vvlllX', 'vvllX'}",vvll,vvll,vvll,vvll,"['vvllllll', 'vvllX', 'vvlllX', 'vvllllX', 'vvlllllX']","['vvllllll', 'vvllX', 'vvlllX', 'vvllllX', 'vvlllllX']","['vvllllll', 'vvllX', 'vvlllX', 'vvllllX', 'vvlllllX']","['vvllllll', 'vvllX', 'vvlllX', 'vvllllX', 'vvlllllX']"
L L E,['q'],"{'jjllllX', 'jjlllllX', 'jjllllll', 'jjlllX', 'jjllX'}",-,-,"{'jjllllX', 'jjlllllX', 'jjllllll', 'jjlllX', 'jjllX'}",jjll,-,-,jjll,"['jjlllX', 'jjllllll', 'jjllllX', 'jjlllllX', 'jjllX']",-,-,"['jjlllX', 'jjllllll', 'jjllllX', 'jjlllllX', 'jjllX']"
L L E,['d'],{'jjllllX'},-,-,{'jjllllX'},Xjjllll,-,-,Xjjllll,['jjllllX'],-,-,['jjllllX']
L L E,['u'],{'jjllllX'},-,-,{'jjllllX'},Xjjllll,-,-,Xjjllll,['jjllllX'],-,-,['jjllllX']
L L E,"['l', 'nu']","{'llllX', 'llX', 'llllllX'}","{'lllX', 'lllllX'}","{'llllX', 'llll'}","{'lllX', 'llllllX', 'llllX', 'llX', 'lllllX', 'llll'}",Xll,Xlll,llll,ll,"['llX', 'llllllX', 'llllX']","['lllllX', 'lllX']","['llllX', 'llll']","['llllllX', 'llllX', 'lllX', 'llX', 'lllllX', 'llll']"
L L E,['e'],"{'llllX', 'llX', 'llllllX'}",-,-,"{'llllX', 'llX', 'llllllX'}",Xll,-,-,Xll,"['llX', 'llllllX', 'llllX']",-,-,"['llX', 'llllllX', 'llllX']"
L L E,"['b_L', 't_L']","{'tblllX', 'bbllllX', 'ttllllll', 'tblllllX', 'ttllllX', 'ttllX'}","{'bblllX', 'tbllllX', 'bblllllX', 'tbllllll', 'tbllX', 'ttlllX', 'ttlllllX'}","{'tblllX', 'bbllllX', 'bbllllll', 'tblllllX', 'ttllllX', 'bbllX'}","{'33lllllX', '33llllll', '33llllX', '33lllX', '33llX'}",ll,ll,ll,ll,"['tblllX', 'ttllllll', 'bbllllX', 'ttllllX', 'tblllllX', 'ttllX']","['bblllX', 'ttlllX', 'tbllllll', 'tbllllX', 'bblllllX', 'ttlllllX', 'tbllX']","['tblllX', 'bbllllll', 'bbllllX', 'ttllllX', 'tblllllX', 'bbllX']","['33lllX', '33llllll', '33llllX', '33lllllX', '33llX']"
L L E,['t'],{'ttllllX'},-,-,{'ttllllX'},Xlllltt,-,-,Xlllltt,['ttllllX'],-,-,['ttllllX']
L L E,['b'],{'bbllllX'},-,-,{'bbllllX'},Xllllbb,-,-,Xllllbb,['bbllllX'],-,-,['bbllllX']
L L E,"['tau_L', 'nu_tau']","{'LlllX', 'LLllllX', 'llX'}","{'LLlllX', 'LllX', 'LTlllllX'}","{'LTllllX', 'LLllX', 'TTllllll'}","{'LTlllllX', 'LLllX', 'LllX', 'LLllllX', 'LLlllX', 'llX', 'TTllllll'}",Xll,Xll,ll,ll,"['LLllllX', 'llX', 'LlllX']","['LTlllllX', 'LLlllX', 'LllX']","['LTllllX', 'LLllX', 'TTllllll']","['LTlllllX', 'LLllllX', 'LLllX', 'LllX', 'llX', 'TTllllll', 'LLlllX']"
L L E,['tau'],{'TTllllX'},-,-,{'TTllllX'},TTXllll,-,-,TTXllll,['TTllllX'],-,-,['TTllllX']
L_3 L E,['B'],{'LLllX'},-,-,{'LLllX'},Xll,-,-,Xll,['LLllX'],-,-,['LLllX']
L_3 L E,"['W^+', 'W^0']","{'tbLLLllX', 'vvjjLLllX', 'LLllX', 'tbLllX', 'ttbbLLllX', 'vvLLLllX', 'vvtbLLllX', 'llX', 'TTllll', 'jjLLLllX', 'vvvvLLllX', 'jjLllX', 'LLLLllX', 'tbjjLLllX', 'vvLllX', 'jjjjLLllX'}","{'tbLLllX', 'bbLLLllX', 'jjLllX', 'vvvvLLllX', 'jjLLLLllX', 'LLLllX', 'LllX', 'vv33LLllX', 'vvLLLllX', 'ttLllX', 'vvLLllX', 'jjLLllX', 'jjjjLLllX', 'LLLLLllX', '33jjLLllX', 'bbLllX', 'tbbbLLllX', 'vvLLLLllX', 'vvjjLLllX', 'ttLLLllX', 'jjLLLllX', 'tbLLLLllX', 'vvLllX', 'tttbLLllX'}","{'vvttLLllX', 'LLllX', 'ttjjLLllX', 'bbLLllX', 'ttLLllX', 'vvvvLLllX', 'bbjjLLllX', 'jjLLLLllX', 'LLLLLLllX', 'ttbbLLllX', 'vvLLllX', 'jjLLllX', 'ttLLLLllX', 'jjjjLLllX', 'vvLLLLllX', 'vvjjLLllX', 'bbbbLLllX', 'bbLLLLllX', 'ttttLLllX', 'LLLLllX', 'vvbbLLllX'}","{'LLllX', '33LLllX', 'jjLllX', 'vvvvLLllX', 'jjLLLLllX', 'LLLllX', 'LLLLLLllX', 'LllX', '33LLLllX', 'vvLLLllX', 'TTllll', 'vvLLllX', 'jjLLllX', 'jjjjLLllX', 'LLLLLllX', '33LLLLllX', '3333LLllX', '33jjLLllX', 'llX', 'vvLLLLllX', 'vvjjLLllX', '33LllX', 'jjLLLllX', 'LLLLllX', 'vvLllX', 'vv33LLllX'}",ll,Xll,Xll,ll,"['tbLllX', 'jjLllX', 'ttbbLLllX', 'tbjjLLllX', 'jjjjLLllX', 'LLLLllX', 'LLllX', 'tbLLLllX', 'jjLLLllX', 'vvLllX', 'llX', 'vvvvLLllX', 'jjvvLLllX', 'tbvvLLllX', 'vvLLLllX', 'TTllll']","['LLLLLllX', 'jjLLLLllX', 'tbLLLLllX', '(JJ)LllX', 'jjjjLLllX', '33jjLLllX', 'tbbbLLllX', 'tttbLLllX', 'tbLLllX', 'jjLLllX', '(JJ)LLLllX', 'LllX', 'vvLllX', 'vvLLllX', 'vvvvLLllX', '(JJ)vvLLllX', 'vvLLLllX', 'LLLllX', 'vvLLLLllX']","['(JJ)LLLLllX', 'LLLLLLllX', 'ttjjLLllX', 'bbjjLLllX', 'ttbbLLllX', 'jjjjLLllX', 'bbbbLLllX', 'ttttLLllX', 'LLLLllX', '(JJ)LLllX', 'LLllX', 'vvLLllX', 'vvvvLLllX', '(JJ)vvLLllX', 'vvLLLLllX']","['(JJ)LLLLllX', 'LLLLllX', '(JJ)LLllX', 'LllX', 'vvLllX', 'vvLLllX', 'vvvvLLllX', 'vvLLLllX', 'TTllll', 'LLLLLllX', 'llX', 'vvLLLLllX', 'LLLLLLllX', '(JJ)LllX', 'LLllX', '(JJ)vvLLllX', 'LLLllX', 'jjjjLLllX', '3333LLllX', '33jjLLllX', '(JJ)LLLllX']"
L_3 L E,['G'],"{'33jjTlllX', 'ttjjLLllX', '33jjLllX', 'tbjjllX', 'bbjjLLllX', 'tbbbLTlllX', 'tttbLllX', 'ttbbLLllX', 'ttbbllX', 'jjjjllX', 'jjjjLLllX', 'tbbbLllX', 'jjjjTTllll', '33jjLTlllX', 'ttbbTTllll', 'tbjjTTllll', 'tttbLTlllX', 'bbbbLLllX', 'jjjjLllX', 'ttttLLllX', 'jjjjLTlllX'}",-,-,"{'33jjTlllX', 'ttjjLLllX', '33jjLllX', 'tbjjllX', 'bbjjLLllX', 'tbbbLTlllX', 'tttbLllX', 'ttbbLLllX', 'ttbbllX', 'jjjjllX', 'jjjjLLllX', 'tbbbLllX', 'jjjjTTllll', '33jjLTlllX', 'ttbbTTllll', 'tbjjTTllll', 'tttbLTlllX', 'bbbbLLllX', 'jjjjLllX', 'ttttLLllX', 'jjjjLTlllX'}",ll,-,-,ll,"['jjjjTTllll', 'ttbbTTllll', 'tbjjTTllll', '33jjTlllX', 'ttjjLLllX', 'bbjjLLllX', 'ttbbLLllX', 'jjjjLLllX', 'bbbbLLllX', 'ttttLLllX', '33jjLllX', 'tttbLllX', 'tbbbLllX', 'jjjjLllX', 'tbjjllX', 'ttbbllX', 'jjjjllX', 'tbbbLTlllX', '33jjLTlllX', 'tttbLTlllX', 'jjjjLTlllX']",-,-,"['jjjjTTllll', 'ttbbTTllll', 'tbjjTTllll', '33jjTlllX', 'ttjjLLllX', 'bbjjLLllX', 'ttbbLLllX', 'jjjjLLllX', 'bbbbLLllX', 'ttttLLllX', '33jjLllX', 'tttbLllX', 'tbbbLllX', 'jjjjLllX', 'tbjjllX', 'ttbbllX', 'jjjjllX', 'tbbbLTlllX', '33jjLTlllX', 'tttbLTlllX', 'jjjjLTlllX']"
L_3 L E,"['H^+', 'H^0']","{'vvTTllll', 'vvLTlllX', 'vvllX', 'vvLLllX', 'vvLllX'}","{'vvTTllll', 'vvLTlllX', 'vvllX', 'vvLLllX', 'vvLllX'}","{'vvTTllll', 'vvLTlllX', 'vvllX', 'vvLLllX', 'vvLllX'}","{'vvTTllll', 'vvLTlllX', 'vvllX', 'vvLLllX', 'vvLllX'}",vvll,vvll,vvll,vvll,"['vvTTllll', 'vvllX', 'vvLllX', 'vvLLllX', 'vvLTlllX']","['vvTTllll', 'vvllX', 'vvLllX', 'vvLLllX', 'vvLTlllX']","['vvTTllll', 'vvllX', 'vvLllX', 'vvLLllX', 'vvLTlllX']","['vvTTllll', 'vvllX', 'vvLllX', 'vvLLllX', 'vvLTlllX']"
L_3 L E,['q'],"{'jjLLllX', 'jjLTlllX', 'jjTTllll', 'jjLllX', 'jjllX'}",-,-,"{'jjLLllX', 'jjLTlllX', 'jjTTllll', 'jjLllX', 'jjllX'}",jjll,-,-,jjll,"['jjLllX', 'jjTTllll', 'jjLLllX', 'jjLTlllX', 'jjllX']",-,-,"['jjLllX', 'jjTTllll', 'jjLLllX', 'jjLTlllX', 'jjllX']"
L_3 L E,['d'],{'jjLLllX'},-,-,{'jjLLllX'},Xjjll,-,-,Xjjll,['jjLLllX'],-,-,['jjLLllX']
L_3 L E,['u'],{'jjLLllX'},-,-,{'jjLLllX'},Xjjll,-,-,Xjjll,['jjLLllX'],-,-,['jjLLllX']
L_3 L E,"['l', 'nu']","{'LlllX', 'LLllllX', 'llX'}","{'LLlllX', 'LllX', 'LTlllllX'}","{'LTllllX', 'TTll', 'LLllX', 'TTllll', 'TTllllll'}","{'TTll', 'LTlllllX', 'LLllX', 'LllX', 'LLllllX', 'LLlllX', 'TTllll', 'llX', 'TTllllll'}",Xll,Xll,ll,ll,"['LLllllX', 'llX', 'LlllX']","['LTlllllX', 'LLlllX', 'LllX']","['LTllllX', 'TTll', 'LLllX', 'TTllllll', 'TTllll']","['LTlllllX', 'LLllllX', 'LLllX', 'LllX', 'llX', 'TTllllll', 'TTllll', 'LLlllX', 'TTll']"
L_3 L E,['e'],"{'LLX', 'LLllX', 'LLllllX'}",-,-,"{'LLX', 'LLllX', 'LLllllX'}",X,-,-,X,"['LLX', 'LLllllX', 'LLllX']",-,-,"['LLX', 'LLllllX', 'LLllX']"
L_3 L E,"['b_L', 't_L']","{'ttTTllll', 'bbLLllX', 'tbLTlllX', 'ttTlllX', 'ttllX', 'tbLllX'}","{'ttLTlllX', 'bbLTlllX', 'tbLLllX', 'tbTTllll', 'tbllX', 'bbLllX', 'ttLllX'}","{'bbTlllX', 'ttLLllX', 'tbLTlllX', 'bbllX', 'bbTTllll', 'tbLllX'}","{'33LTlllX', '33LLllX', '33LllX', '33TTllll', '33llX'}",ll,ll,ll,ll,"['tbLllX', 'ttTTllll', 'bbLLllX', 'ttTlllX', 'tbLTlllX', 'ttllX']","['bbLllX', 'ttLllX', 'tbTTllll', 'tbLLllX', 'ttLTlllX', 'bbLTlllX', 'tbllX']","['tbLllX', 'bbTTllll', 'bbTlllX', 'ttLLllX', 'tbLTlllX', 'bbllX']","['33LllX', '33TTllll', '33LLllX', '33LTlllX', '33llX']"
L_3 L E,['t'],{'ttLLllX'},-,-,{'ttLLllX'},Xlltt,-,-,Xlltt,['ttLLllX'],-,-,['ttLLllX']
L_3 L E,['b'],{'bbLLllX'},-,-,{'bbLLllX'},Xllbb,-,-,Xllbb,['bbLLllX'],-,-,['bbLLllX']
L_3 L E,"['tau_L', 'nu_tau']","{'LTllX', 'llX', 'LLTTllX'}","{'LllX', 'LTTTlllX', 'LLTllX'}","{'LTTlllX', 'LLllX', 'TTTTllll', 'TTllll', 'llll'}","{'LLllX', 'LllX', 'LLTTllX', 'TTTTllll', 'LTTTlllX', 'LLTllX', 'llX', 'TTllll', 'llll'}",Xll,Xll,ll,ll,"['LLTTllX', 'llX', 'LTllX']","['LTTTlllX', 'LLTllX', 'LllX']","['LTTlllX', 'llll', 'LLllX', 'TTTTllll', 'TTllll']","['LTTTlllX', 'LLTTllX', 'llll', 'LLllX', 'LllX', 'llX', 'TTTTllll', 'LLTllX', 'TTllll']"
L_3 L E,['tau'],{'LLTTllX'},-,-,{'LLTTllX'},TTXll,-,-,TTXll,['LLTTllX'],-,-,['LLTTllX']
L L E_3,['B'],{'TTllX'},-,-,{'TTllX'},TTXll,-,-,TTXll,['TTllX'],-,-,['TTllX']
