CAT,LSP,AA,AB,BB,ALL,AA (Common),AB (Common),BB (Common),ALL (Common),AA (Same Flavour),AB (Same Flavour),BB (Same Flavour),ALL (Same Flavour)
U_3 D D,"['l', 'nu']",{'ttjjjjll'},{'ttjjjjlX'},{'ttjjjjX'},"{'ttjjjjlX', 'ttjjjjX', 'ttjjjjll'}",ttjjjjll,ttXjjjjl,ttXjjjj,ttjjjj,['ttjjjjll'],['ttjjjjlX'],['ttjjjjX'],"['ttjjjjlX', 'ttjjjjX', 'ttjjjjll']"
U_3 D D,['e'],{'ttjjjjll'},-,-,{'ttjjjjll'},ttjjjjll,-,-,ttjjjjll,['ttjjjjll'],-,-,['ttjjjjll']
U_3 D D,"['b_L', 't_L']",{'ttbbjjjj'},"{'tbbbjjjj', 'tttbjjjj'}","{'ttttjjjj', 'ttbbjjjj', 'bbbbjjjj'}",{'3333jjjj'},ttbbjjjj,tbjjjj,jjjj,jjjj,['ttbbjjjj'],"['bbtbjjjj', 'tttbjjjj']","['ttttjjjj', 'ttbbjjjj', 'bbbbjjjj']",['3333jjjj']
U_3 D D,['t'],"{'jjjj', 'ttttjjjj', 'ttjjjj'}",-,-,"{'jjjj', 'ttttjjjj', 'ttjjjj'}",jjjj,-,-,jjjj,"['ttjjjj', 'ttttjjjj', 'jjjj']",-,-,"['ttjjjj', 'ttttjjjj', 'jjjj']"
U_3 D D,['b'],{'ttbbjjjj'},-,-,{'ttbbjjjj'},ttbbjjjj,-,-,ttbbjjjj,['ttbbjjjj'],-,-,['ttbbjjjj']
U_3 D D,"['tau_L', 'nu_tau']",{'ttjjjjTT'},{'ttjjjjTX'},{'ttjjjjX'},"{'ttjjjjTT', 'ttjjjjX', 'ttjjjjTX'}",ttjjjjTT,ttXjjjjT,ttXjjjj,ttjjjj,['ttjjjjTT'],['ttjjjjTX'],['ttjjjjX'],"['ttjjjjTX', 'ttjjjjX', 'ttjjjjTT']"
U_3 D D,['tau'],{'ttjjjjTT'},-,-,{'ttjjjjTT'},ttjjjjTT,-,-,ttjjjjTT,['ttjjjjTT'],-,-,['ttjjjjTT']
U_3 D_3 D,['B'],{'ttbbjj'},-,-,{'ttbbjj'},ttbbjj,-,-,ttbbjj,['ttbbjj'],-,-,['ttbbjj']
U_3 D_3 D,"['W^+', 'W^0']","{'v33ttbbjj', 'ttbbjjLLX', 'vvv33tbjj', 'vvvvttbbjj', 'v33tbjjLX', 'ttbbjjjjjj', 'vv3333jj', 'ttttbbbbjj', 'tttbbbjjjj', 'v33tbjjjj', 'vvttbbjjLX', 'vvttbbjjjj', 'vvtttbbbjj', 'ttbbjjjjLX', 'tttbbbjjLX'}","{'ttbbjjjjjj', 'vvttbbjjll', '33ttbbjjjj', 'ttbbbbjjLX', 'ttbbjjLX', 'ttbbjjjjX', 'vvttbbjjTT', 'tttbbbbbjj', 'ttbbjjjjTT', 'tttbbbjjTT', 'ttbbjjjjLX', 'tttbbbjjll', 'tttbbbjjX', 'vvvvttbbjj', 'v33tbjjX', 'v33tbjjTT', 'vvttbbjjLX', 'v33tbjjll', 'ttbbjjjjll', 'vv33ttbbjj', 'vvv33tbjj', 'vvttbbjjX', 'tttttbbbjj', 'v33tbjjLX', 'ttbbjjLLLX', 'vv3333jj', 'v33tbjjjj', 'ttttbbjjLX', 'v3333tbjj', 'vvttbbjjjj'}","{'ttttbbjjll', 'vvttbbbbjj', 'ttbbbbjjll', 'ttttbbbbjj', 'ttbbbbjjX', 'ttttttbbjj', 'ttbbjjjjjj', 'vvttbbjjll', 'ttbbjjTTTT', 'vvttttbbjj', 'ttttbbjjX', 'ttbbjjjjX', 'vvttbbjjTT', 'ttbbjjjjTT', 'vvvvttbbjj', 'v33tbjjX', 'ttbbbbbbjj', 'v33tbjjTT', 'ttbbjjX', 'ttbbbbjjTT', 'ttbbjjllll', 'ttbbjjTTll', 'v33tbjjll', 'ttbbjjjjll', 'vvv33tbjj', 'ttttbbjjjj', 'vvttbbjjX', 'ttttbbjjTT', 'ttbbjjllX', 'vv3333jj', 'v33tbjjjj', 'ttbbjjTTX', 'v3333tbjj', 'ttbbbbjjjj', 'vvttbbjjjj'}","{'ttbbjjjjjj', 'vvttbbjjll', '33ttbbjjTT', 'ttbbjjTTTT', '33ttbbjjjj', 'ttbbjjjjX', 'ttbbjjLX', 'vvttbbjjTT', 'ttbbjjjjTT', 'ttbbjjjjLX', 'vvvvttbbjj', 'v33tbjjX', '33ttbbjjll', 'v33tbjjTT', 'ttbbjjX', 'ttbbjjllll', '3333ttbbjj', 'ttbbjjTTll', 'v33tbjjll', 'ttbbjjjjll', 'vvttbbjjLX', 'vv33ttbbjj', 'vvv33tbjj', 'ttbbjjLLX', 'vvttbbjjX', '33ttbbjjX', 'v33tbjjLX', 'ttbbjjLLLX', 'vv3333jj', 'v33tbjjjj', 'v3333tbjj', 'vvttbbjjjj', '33ttbbjjLX'}",jj,jj,jj,jj,"['ttbbjjLLX', 'vv3333jj', 'v33tbjjLX', 'jjvvttbbjj', 'tbvvttbbjj', 'vvttbbjjLX', 'tbv33tbjj', 'jjv33tbjj', 'vvvvttbbjj', 'vvv33tbjj', 'jjjjttbbjj', 'ttbbttbbjj', 'tbjjttbbjj', 'jjttbbjjLX', 'tbttbbjjLX']","['jjTTttbbjj', 'tbTTttbbjj', 'tbllttbbjj', 'jjllttbbjj', 'vvttbbjjX', 'v33tbjjX', 'vv3333jj', 'ttbbjjLLLX', '(JJ)vvttbbjj', 'v33tbjjLX', '(LL)vvttbbjj', 'vvttbbjjLX', '(JJ)v33tbjj', '(LL)v33tbjj', 'vvv33tbjj', 'vvvvttbbjj', 'ttbbjjLX', 'jjjjttbbjj', '33jjttbbjj', 'tbbbttbbjj', 'tttbttbbjj', '(JJ)ttbbjjLX', 'jjttbbjjX', 'tbttbbjjX']","['ttllttbbjj', 'bbllttbbjj', 'jjTTttbbjj', 'bbTTttbbjj', 'jjllttbbjj', 'ttTTttbbjj', 'vvttbbjjX', 'v33tbjjX', '(LL)ttbbjjX', 'vv3333jj', 'TTTTttbbjj', 'llllttbbjj', 'TTllttbbjj', '(JJ)vvttbbjj', '(LL)vvttbbjj', '(JJ)v33tbjj', '(LL)v33tbjj', 'vvv33tbjj', 'vvvvttbbjj', 'ttbbttbbjj', 'ttttttbbjj', 'jjjjttbbjj', 'bbbbttbbjj', 'ttjjttbbjj', 'bbjjttbbjj', 'ttbbjjX', '(JJ)ttbbjjX']","['ttbbjjLLX', '(JJ)v33tbjj', '33TTttbbjj', 'jjTTttbbjj', '33llttbbjj', 'jjllttbbjj', 'vv3333jj', 'ttbbjjLLLX', '(JJ)vvttbbjj', '(LL)v33tbjj', 'jjjjttbbjj', '33jjttbbjj', '3333ttbbjj', '(JJ)ttbbjjLX', '(JJ)ttbbjjX', 'vvttbbjjX', 'v33tbjjX', 'TTTTttbbjj', 'llllttbbjj', 'TTllttbbjj', 'vvttbbjjLX', 'vvv33tbjj', 'v33tbjjLX', '(LL)vvttbbjj', 'vvvvttbbjj', 'ttbbjjLX', 'ttbbjjX']"
U_3 D_3 D,['G'],{'ttbbjj'},-,-,{'ttbbjj'},ttbbjj,-,-,ttbbjj,['ttbbjj'],-,-,['ttbbjj']
U_3 D_3 D,"['H^+', 'H^0']","{'vtttbjj', 'bbbbjj', 'vtbbbjj', 'vvttbbjj', 'ttbbjj', 'ttttjj'}","{'tbbbjj', 'v33tbjj', 'tttbjj', 'vvttbbjj'}","{'ttbbjj', 'vttbbjj', 'vvttbbjj'}","{'v33tbjj', '3333jj', 'vvttbbjj'}",jj,tbjj,ttbbjj,jj,"['bbbbjj', 'ttbbjj', 'ttttjj', 'ttvtbjj', 'bbvtbjj', 'vvttbbjj']","['bbtbjj', 'tttbjj', 'v33tbjj', 'vvttbbjj']","['ttbbjj', 'vttbbjj', 'vvttbbjj']","['3333jj', 'v33tbjj', 'vvttbbjj']"
U_3 D_3 D,['q'],{'ttbbjjjj'},-,-,{'ttbbjjjj'},ttbbjjjj,-,-,ttbbjjjj,['ttbbjjjj'],-,-,['ttbbjjjj']
U_3 D_3 D,['d'],"{'ttbb', 'ttbbjj', 'ttbbjjjj'}",-,-,"{'ttbb', 'ttbbjj', 'ttbbjjjj'}",ttbb,-,-,ttbb,"['ttbbjj', 'ttbbjjjj', 'ttbb']",-,-,"['ttbbjj', 'ttbbjjjj', 'ttbb']"
U_3 D_3 D,['u'],{'ttbbjjjj'},-,-,{'ttbbjjjj'},ttbbjjjj,-,-,ttbbjjjj,['ttbbjjjj'],-,-,['ttbbjjjj']
U_3 D_3 D,"['l', 'nu']",{'ttbbjjll'},{'ttbbjjlX'},{'ttbbjjX'},"{'ttbbjjlX', 'ttbbjjll', 'ttbbjjX'}",ttbbjjll,ttljjbbX,ttbbjjX,ttjjbb,['ttbbjjll'],['ttbbjjlX'],['ttbbjjX'],"['ttbbjjlX', 'ttbbjjX', 'ttbbjjll']"
U_3 D_3 D,['e'],{'ttbbjjll'},-,-,{'ttbbjjll'},ttbbjjll,-,-,ttbbjjll,['ttbbjjll'],-,-,['ttbbjjll']
U_3 D_3 D,"['b_L', 't_L']","{'ttttttjj', 'ttttbbjj', 'ttbbbbjj'}","{'tbbbbbjj', 'tttbbbjj', 'tttttbjj'}","{'ttttbbjj', 'bbbbbbjj', 'ttbbbbjj'}",{'333333jj'},ttjj,tbjj,bbjj,jj,"['ttttttjj', 'ttbbttjj', 'bbbbttjj']","['bbbbtbjj', 'ttbbtbjj', 'tttttbjj']","['ttttbbjj', 'bbbbbbjj', 'ttbbbbjj']",['333333jj']
U_3 D_3 D,['t'],"{'ttbbjj', 'ttttbbjj', 'bbjj'}",-,-,"{'ttbbjj', 'ttttbbjj', 'bbjj'}",bbjj,-,-,bbjj,"['ttbbjj', 'ttttbbjj', 'bbjj']",-,-,"['ttbbjj', 'ttttbbjj', 'bbjj']"
U_3 D_3 D,['b'],"{'ttjj', 'ttbbjj', 'ttbbbbjj'}",-,-,"{'ttjj', 'ttbbjj', 'ttbbbbjj'}",ttjj,-,-,ttjj,"['ttbbjj', 'ttbbbbjj', 'ttjj']",-,-,"['ttbbjj', 'ttbbbbjj', 'ttjj']"
U_3 D_3 D,"['tau_L', 'nu_tau']",{'ttbbjjTT'},{'ttbbjjTX'},{'ttbbjjX'},"{'ttbbjjTT', 'ttbbjjX', 'ttbbjjTX'}",ttbbjjTT,ttTjjbbX,ttbbjjX,ttjjbb,['ttbbjjTT'],['ttbbjjTX'],['ttbbjjX'],"['ttbbjjTX', 'ttbbjjX', 'ttbbjjTT']"
U_3 D_3 D,['tau'],{'ttbbjjTT'},-,-,{'ttbbjjTT'},ttbbjjTT,-,-,ttbbjjTT,['ttbbjjTT'],-,-,['ttbbjjTT']
U_3 D_3 D_3,['B'],{'ttbbbb'},-,-,{'ttbbbb'},ttbbbb,-,-,ttbbbb,['ttbbbb'],-,-,['ttbbbb']
U_3 D_3 D_3,"['W^+', 'W^0']",{'vv3333bb'},{'vv3333bb'},{'vv3333bb'},{'vv3333bb'},bbvv,bbvv,bbvv,bbvv,['vv3333bb'],['vv3333bb'],['vv3333bb'],['vv3333bb']
U_3 D_3 D_3,['G'],{'ttbbbb'},-,-,{'ttbbbb'},ttbbbb,-,-,ttbbbb,['ttbbbb'],-,-,['ttbbbb']
U_3 D_3 D_3,"['H^+', 'H^0']","{'ttbbbb', 'bbbbbb', 'ttttbb'}","{'tttbbb', 'tbbbbb'}",{'ttbbbb'},{'3333bb'},bb,tbbb,ttbbbb,bb,"['ttbbbb', 'bbbbbb', 'ttttbb']","['tttbbb', 'bbtbbb']",['ttbbbb'],['3333bb']
U_3 D_3 D_3,['q'],{'ttbbbbjj'},-,-,{'ttbbbbjj'},ttbbbbjj,-,-,ttbbbbjj,['ttbbbbjj'],-,-,['ttbbbbjj']
U_3 D_3 D_3,['d'],{'ttbbbbjj'},-,-,{'ttbbbbjj'},ttbbbbjj,-,-,ttbbbbjj,['ttbbbbjj'],-,-,['ttbbbbjj']
U_3 D_3 D_3,['u'],{'ttbbbbjj'},-,-,{'ttbbbbjj'},ttbbbbjj,-,-,ttbbbbjj,['ttbbbbjj'],-,-,['ttbbbbjj']
U_3 D_3 D_3,"['l', 'nu']",{'ttbbbbll'},{'ttbbbblX'},{'ttbbbbX'},"{'ttbbbbX', 'ttbbbblX', 'ttbbbbll'}",ttbbbbll,ttbbbblX,ttbbbbX,ttbbbb,['ttbbbbll'],['ttbbbblX'],['ttbbbbX'],"['ttbbbblX', 'ttbbbbX', 'ttbbbbll']"
U_3 D_3 D_3,['e'],{'ttbbbbll'},-,-,{'ttbbbbll'},ttbbbbll,-,-,ttbbbbll,['ttbbbbll'],-,-,['ttbbbbll']
U_3 D_3 D_3,"['b_L', 't_L']","{'ttttbbbb', 'ttttttbb', 'ttbbbbbb'}","{'tttttbbb', 'tbbbbbbb', 'tttbbbbb'}","{'ttttbbbb', 'bbbbbbbb', 'ttbbbbbb'}",{'333333bb'},ttbb,tbbb,bbbb,bb,"['ttbbttbb', 'ttttttbb', 'bbbbttbb']","['tttttbbb', 'bbbbtbbb', 'ttbbtbbb']","['ttttbbbb', 'bbbbbbbb', 'ttbbbbbb']",['333333bb']
U_3 D_3 D_3,['t'],"{'ttttbbbb', 'bbbb', 'ttbbbb'}",-,-,"{'ttttbbbb', 'bbbb', 'ttbbbb'}",bbbb,-,-,bbbb,"['ttbbbb', 'ttttbbbb', 'bbbb']",-,-,"['ttbbbb', 'ttttbbbb', 'bbbb']"
U_3 D_3 D_3,['b'],"{'ttbb', 'ttbbbb', 'ttbbbbbb'}",-,-,"{'ttbb', 'ttbbbb', 'ttbbbbbb'}",ttbb,-,-,ttbb,"['ttbbbb', 'ttbbbbbb', 'ttbb']",-,-,"['ttbbbb', 'ttbbbbbb', 'ttbb']"
U_3 D_3 D_3,"['tau_L', 'nu_tau']",{'ttbbbbTT'},{'ttbbbbTX'},{'ttbbbbX'},"{'ttbbbbX', 'ttbbbbTX', 'ttbbbbTT'}",ttbbbbTT,ttbbbbXT,ttbbbbX,ttbbbb,['ttbbbbTT'],['ttbbbbTX'],['ttbbbbX'],"['ttbbbbTX', 'ttbbbbX', 'ttbbbbTT']"
U_3 D_3 D_3,['tau'],{'ttbbbbTT'},-,-,{'ttbbbbTT'},ttbbbbTT,-,-,ttbbbbTT,['ttbbbbTT'],-,-,['ttbbbbTT']
