CAT,LSP,AA,AB,BB,ALL,AA (Common),AB (Common),BB (Common),ALL (Common),AA (Same Flavour),AB (Same Flavour),BB (Same Flavour),ALL (Same Flavour)
L_3 Q D_3,['b'],"{'bbjjTX', 'jjX', 'bbbbjjTX', 'bbjjX', 'bbjjTT', 'bbbbjjX', 'bbbbjjTT', 'jjTX', 'jjTT'}",-,-,"{'bbjjTX', 'jjX', 'bbbbjjTX', 'bbjjX', 'bbjjTT', 'bbbbjjX', 'bbbbjjTT', 'jjTX', 'jjTT'}",jj,-,-,jj,"['bbbbjjTT', 'bbbbjjTX', 'bbjjTX', 'jjTT', 'jjX', 'bbjjX', 'jjTX', 'bbjjTT', 'bbbbjjX']",-,-,"['bbbbjjTT', 'bbbbjjTX', 'bbjjTX', 'jjTT', 'jjX', 'bbjjX', 'jjTX', 'bbjjTT', 'bbbbjjX']"
L_3 Q D_3,"['tau_L', 'nu_tau']","{'bbjjTTX', 'bbjjTX', 'bbjjTTTT', 'bbjjTTTX', 'bbjjX', 'bbjjTT', 'bbjj'}","{'bbjjTTX', 'bbjjTX', 'bbjjTTTT', 'bbjjTTTX', 'bbjjX', 'bbjjTT', 'bbjj'}","{'bbjjTTX', 'bbjjTX', 'bbjjTTTT', 'bbjjTTTX', 'bbjjX', 'bbjjTT', 'bbjj'}","{'bbjjTTX', 'bbjjTX', 'bbjjTTTT', 'bbjjTTTX', 'bbjjX', 'bbjjTT', 'bbjj'}",jjbb,jjbb,jjbb,jjbb,"['bbjjTTTX', 'bbjjTX', 'bbjj', 'bbjjTTX', 'bbjjX', 'bbjjTT', 'bbjjTTTT']","['bbjjTTTX', 'bbjjTX', 'bbjj', 'bbjjTTX', 'bbjjX', 'bbjjTT', 'bbjjTTTT']","['bbjjTTTX', 'bbjjTX', 'bbjj', 'bbjjTTX', 'bbjjX', 'bbjjTT', 'bbjjTTTT']","['bbjjTTTX', 'bbjjTX', 'bbjj', 'bbjjTTX', 'bbjjX', 'bbjjTT', 'bbjjTTTT']"
L_3 Q D_3,['tau'],"{'bbjjTTX', 'bbjjTTTX', 'bbjjTTTT'}",-,-,"{'bbjjTTX', 'bbjjTTTX', 'bbjjTTTT'}",TTjjbb,-,-,TTjjbb,"['bbjjTTX', 'bbjjTTTX', 'bbjjTTTT']",-,-,"['bbjjTTX', 'bbjjTTTX', 'bbjjTTTT']"
L_3 Q_3 D,['B'],"{'bbjjX', 'tbjjTX', 'ttjjTT'}",-,-,"{'bbjjX', 'tbjjTX', 'ttjjTT'}",jj,-,-,jj,"['ttjjTT', 'bbjjX', 'tbjjTX']",-,-,"['ttjjTT', 'bbjjX', 'tbjjTX']"
L_3 Q_3 D,"['W^+', 'W^0']","{'vvttjjTX', 'tttbjjLTTX', 'bbjjjjjjX', 'ttjjX', 'ttbbjjTT', 'ttbbjjX', 'tbjjjjLTX', 'ttjjLTX', 'bbjjjjLX', 'ttttbbjjTT', 'tttbbbjjTX', 'vvtbjjLTX', 'ttbbjjLTX', 'ttjjjjLTTX', 'vvvvbbjjX', 'tbjjjjjjTX', 'ttjjLLTTX', 'ttbbbbjjX', 'vvtbjjjjTX', 'tbbbjjjjX', 'bbjjTT', 'vvtbbbjjX', 'vvttbbjjTX', 'ttjjjjjjTT', 'tbjjjjTT', 'tbbbjjLX', 'vvttjjjjTT', 'vvbbjjLX', 'ttjjjjTX', 'tbjjLX', 'vvtbjjX', 'tttbjjjjTT', 'tbjjjjX', 'vvttjjLTTX', 'tttbjjTX', 'vvbbjjjjX', 'vvtttbjjTT', 'vvvvttjjTT', 'tbjjLLTX', 'bbjjLLX', 'vvtbjjTT', 'vvvvtbjjTX', 'ttbbjjjjTX'}","{'vv33bbjjX', 'ttbbbbjjTX', 'vv3bjjX', 'tttbjjTT', 'bbjjLX', 'vvtbjjTllX', 'bbjjjjjjX', 'vv33ttjjTT', 'vvvvtbjjTX', 'ttjjLLLTTX', 'tbbbjjLLX', '33ttjjjjTT', 'tbjjjjLTX', 'bbjjjjLX', 'bbbbjjLX', 'vvttjjTTll', 'vv33jjTX', 'ttttjjLTTX', '33jjjjTTX', '33bbjjjjX', 'tbjjX', 'ttbbjjLLTX', 'tttbjjTTll', 'tttttbjjTT', 'vvtbjjLTX', '3bjjjjX', 'tbbbjjTT', 'tbbbjjX', '3tjjjjTT', 'ttjjjjLTTX', 'tbjjjjTllX', 'bbjjjjllX', 'tbjjjjjjTX', '3tjjjjTTTX', 'tbjjLLX', 'vvvvbbjjX', 'vvtbjjjjTX', 'tbjjTT', 'vvbbjjllX', '33jjjjTX', 'vv3tjjTTTX', 'bbjjLLLX', 'ttbbjjLX', 'tbjjTTll', 'tttbbbjjTT', 'vv33tbjjTX', 'ttjjjjjjTT', 'vvttjjjjTT', 'tbjjTTTT', 'tttbjjTTTT', 'vvttjjTTTT', 'tttbbbjjX', 'ttjjjjTTTT', 'ttttbbjjTX', 'tbbbbbjjX', 'ttttjjTX', 'vvbbjjLX', 'ttjjTX', 'vv3tjjTT', '33tbjjjjTX', 'ttjjLLTX', 'vv33jjTTX', 'vvttjjLTTX', 'vvvvttjjTT', 'vvbbjjjjX', 'tttbjjLTX', 'ttjjjjTTll', 'tttbjjX', 'tbjjLLLTX'}","{'tbbbjjTllX', 'ttbbjjTT', 'ttjjTT', 'ttjjTTTT', 'ttbbjjTTTT', 'ttttbbjjX', 'ttbbjjjjX', 'vvtbjjTTTX', 'bbjjllX', 'tbjjTX', 'vvtbjjjjTX', 'ttbbjjjjTT', 'ttjjjjTTX', 'ttbbbbjjTT', 'ttjjjjjjTT', 'ttttjjTTTT', 'tbbbjjTTTX', 'vvttttjjTT', 'ttjjTTllll', 'bbjjjjTTX', 'tbjjTTTllX', 'ttbbjjTTX', 'ttttttjjTT', 'tttbjjTX', 'bbjjX', 'tbbbbbjjTX', 'tbjjTllX', 'vvttbbjjTT', 'vvtttbjjTX', 'bbjjTTllX', 'tttttbjjTX', 'ttttbbjjTT', 'vvttjjTTll', 'vvbbbbjjX', 'ttttjjjjTT', 'vvvvbbjjX', 'bbbbjjX', 'vvbbjjllX', 'bbjjllllX', 'ttbbjjTTll', 'ttjjjjTT', 'tbjjTllllX', 'vvtbbbjjTX', 'ttttjjTTll', 'ttjjTTll', 'vvbbjjX', 'tbjjTTTTTX', 'vvbbjjjjX', 'tttbjjTTTX', 'ttjjjjTTll', 'vvvvtbjjTX', 'ttjjTTX', 'vvttbbjjX', 'ttjjTTTTll', 'tttbbbjjTX', 'tbbbjjTX', 'vvbbjjTTX', 'tbjjjjTX', 'bbbbbbjjX', 'tbjjjjTllX', 'tbjjjjTTTX', 'tbjjjjjjTX', 'ttbbbbjjX', 'ttbbjjllX', 'tttbjjjjTX', 'vvttjjTT', 'ttjjTTTTTT', 'bbbbjjllX', 'bbjjTTTTX', 'ttttjjTT', 'bbjjjjX', 'ttttjjTTX', 'vvtbjjTllX', 'bbjjjjjjX', 'ttbbjjX', 'tbjjTTTX', 'ttjjTTllX', 'bbjjTTX', 'bbjjjjllX', 'ttjjTTTTX', 'vvtbjjTX', 'tbbbjjjjTX', 'tttbjjTllX', 'vvttjjjjTT', 'vvttjjTTTT', 'ttjjjjTTTT', 'vvttjjTTX', 'vvvvttjjTT', 'bbbbjjjjX', 'bbbbjjTTX'}","{'vv33bbjjX', '33ttjjTTll', 'vv3bjjX', '3bjjLX', '3tjjTTTTTX', 'vvtbjjTllX', '3tjjTTTllX', '3333jjTTX', 'bbjjjjjjX', 'vv33ttjjTT', 'vvvvtbjjTX', 'ttjjTTTTll', 'ttjjLLLTTX', '33bbjjllX', '33ttjjjjTT', 'tbjjjjLTX', 'bbjjjjLX', 'vvttjjTTll', 'vv33jjTX', '33jjjjTTX', '33bbjjjjX', '33jjLLTX', '3bjjLLX', '33jjTTllX', 'vvtbjjLTX', '3bjjjjX', '3tjjjjTT', 'ttjjjjLTTX', 'tbjjjjTllX', 'bbjjjjllX', 'tbjjjjjjTX', '3tjjjjTTTX', '3333jjTX', '3333bbjjX', '33jjTX', 'vvvvbbjjX', '3tjjLLTTX', 'vvtbjjjjTX', '3tjjTTTT', 'vvbbjjllX', '33jjjjTX', '3tjjTTll', 'vv3tjjTTTX', 'bbjjllllX', 'bbjjLLLX', 'ttjjjjjjTT', 'vv33tbjjTX', '33bbjjLX', 'vvttjjjjTT', 'vvttjjTTTT', '33tbjjTllX', 'ttjjjjTTTT', '33jjLTX', '33ttjjTTTT', 'ttjjTTllll', 'ttjjTTTTTT', '33jjX', 'tbjjTllllX', 'vvbbjjLX', '333bjjX', 'vv3tjjTT', '33tbjjjjTX', '3333ttjjTT', '33tbjjLTX', 'vv33jjTTX', 'vvttjjLTTX', 'vvvvttjjTT', 'vvbbjjjjX', '3333tbjjTX', '33jjTT', '33ttjjLTTX', '33jjTTTTX', '333tjjTTTX', 'ttjjjjTTll', 'tbjjLLLTX', '333tjjTT'}",jj,jj,jj,jj,"['tbtbjjTT', 'jjtbjjTT', 'vvttjjLTTX', 'tbvvbbjjX', 'jjvvbbjjX', 'tbttjjLTTX', 'jjttjjLTTX', 'jjtbjjLTX', 'tbtbjjLTX', 'ttjjLLTTX', 'vvtbjjTT', 'tbjjLLTX', 'ttTvvjjX', 'bbLvvjjX', 'ttTjjLX', 'bbLjjLX', 'jjvvtbjjTX', 'tbvvtbjjTX', 'ttbbtbjjTX', 'jjjjtbjjTX', 'tbjjtbjjTX', 'bbjjTT', 'tbtbjjX', 'jjtbjjX', 'bbjjLjjX', 'tbbbLjjX', 'ttjjTjjX', 'tttbTjjX', 'vvtbjjX', 'jjjjbbjjX', 'ttbbbbjjX', 'tbjjbbjjX', 'tbjjLX', 'jjvvttjjTT', 'tbvvttjjTT', 'vvvvbbjjX', 'ttjjX', 'vvvvttjjTT', 'ttbbttjjTT', 'jjjjttjjTT', 'tbjjttjjTT', 'vvtbjjLTX', 'vvvvtbjjTX']","['ttbtjjTT', 'bbbtjjTT', '3jjtjjTT', 'bllvvtjjTX', '3TTvvtjjTX', 'tLTvvtjjTX', 'ttjjLLLTTX', '(JJ)vvbbjjX', 'tttLTtjjTX', 'tbbLLtjjTX', 'tjjLTtjjTX', 'bjjlltjjTX', '3jjTTtjjTX', 'tbbbLLjjX', 'tbjjLTjjX', '33jjTTjjX', 'bbjjlljjX', 'tttbLTjjX', 'tbjjLLLTX', 'vv3tjjTT', 'tbllttjjTT', 'tbTTttjjTT', 'jjTTttjjTT', 'jjllttjjTT', 'bbLjjLLX', 'ttTjjLLX', '33TvvjjX', 'bbLvvjjX', 'tbjjLLX', '(JJ)vvtbjjTX', 'tbbbtbjjTX', 'jjjjtbjjTX', 'tttbtbjjTX', '33jjtbjjTX', 'tbjjTT', '3jjbjjX', 'tbbbjjX', 'tttbjjX', '(LL)vvttjjTT', 'bbjjLjjX', 'bbbbLjjX', '33jjTjjX', 'ttbbLjjX', 'ttttTjjX', 'vv3bjjX', 'jjjjbbjjX', '33jjbbjjX', 'tttbbbjjX', 'tbbbbbjjX', 'bbLjjX', 'ttTjjX', '(JJ)vvttjjTT', 'vvvvbbjjX', 'tbjjX', 'vvvvttjjTT', '33jjttjjTT', 'tttbttjjTT', 'tbbbttjjTT', 'jjjjttjjTT', '(LL)tbjjTT', 'tbLTvvjjX', 'bbllvvjjX', '33TTvvjjX', 'vvvvtbjjTX']","['(JJ)ttjjTT', '(LL)vvtbjjTX', 'TTlltbjjTX', 'lllltbjjTX', 'TTTTtbjjTX', '(JJ)vvbbjjX', 'bblltbjjTX', 'bbTTtbjjTX', 'ttTTtbjjTX', 'jjlltbjjTX', 'jjTTtbjjTX', 'ttlltbjjTX', 'ttjjTTjjX', 'bbjjTTjjX', 'ttbbTTjjX', 'ttbblljjX', 'bbbblljjX', 'ttttTTjjX', 'bbjjlljjX', 'bbbbTTjjX', 'bbTTlljjX', 'bblllljjX', 'bbTTTTjjX', 'ttTTlljjX', 'ttTTTTjjX', 'vvttjjTT', 'bbTTttjjTT', 'ttTTttjjTT', 'bbllttjjTT', 'ttllttjjTT', 'jjllttjjTT', 'jjTTttjjTT', '(LL)tbjjTX', 'vvtbjjTX', 'bblljjX', 'ttTTjjX', 'bbTTjjX', '(JJ)vvtbjjTX', 'bbbbtbjjTX', 'tttttbjjTX', 'ttbbtbjjTX', 'jjjjtbjjTX', 'ttjjtbjjTX', 'bbjjtbjjTX', 'ttjjTT', '(JJ)bbjjX', '(LL)vvttjjTT', '(JJ)tbjjTX', 'vvbbjjX', 'ttttbbjjX', 'ttjjbbjjX', 'bbbbbbjjX', 'ttbbbbjjX', 'jjjjbbjjX', 'bbjjbbjjX', 'tbjjTX', '(JJ)vvttjjTT', 'vvvvbbjjX', 'bbjjX', 'vvvvttjjTT', 'bbjjttjjTT', 'bbbbttjjTT', 'jjjjttjjTT', 'ttttttjjTT', 'ttbbttjjTT', 'ttjjttjjTT', '(LL)ttjjTT', 'llllttjjTT', 'TTllttjjTT', 'TTTTttjjTT', 'bbllvvjjX', 'bbTTvvjjX', 'ttTTvvjjX', 'vvvvtbjjTX']","['(JJ)3tjjTT', 'bllvvtjjTX', '3TTvvtjjTX', 'tLTvvtjjTX', '3TTTTtjjTX', '3TTlltjjTX', 'tLLLTtjjTX', 'blllltjjTX', '(JJ)vvbbjjX', 'tjjLTtjjTX', 'bjjlltjjTX', '3jjTTtjjTX', '33blltjjTX', '33tLTtjjTX', '333TTtjjTX', '3333TTjjX', '33bblljjX', 'tbjjLTjjX', '33jjTTjjX', 'bbjjlljjX', '33tbLTjjX', '33TTlljjX', '3tLLTTjjX', 'bblllljjX', '33TTTTjjX', 'tbLLLTjjX', 'vv3tjjTT', '33llttjjTT', 'jjTTttjjTT', '33TTttjjTT', 'jjllttjjTT', '33TjjLLX', 'bbLjjLLX', '33TvvjjX', 'bbLvvjjX', 'bL3jjLX', '3T3jjLX', '(JJ)vvtbjjTX', 'jjjjtbjjTX', '33jjtbjjTX', '3333tbjjTX', '33jjTT', '(JJ)3bjjX', '(LL)vvttjjTT', 'bbjjLjjX', '3333TjjX', '33jjTjjX', '33bbLjjX', 'vv3bjjX', 'jjjjbbjjX', '33jjbbjjX', '3333bbjjX', 'bL3jjX', '3T3jjX', '(JJ)vvttjjTT', 'vvvvbbjjX', '33jjX', 'vvvvttjjTT', '33jjttjjTT', 'jjjjttjjTT', '3333ttjjTT', '(LL)3tjjTT', 'TTllttjjTT', 'llllttjjTT', 'TTTTttjjTT', 'tbLTvvjjX', 'bbllvvjjX', '33TTvvjjX', 'vvvvtbjjTX']"
L_3 Q_3 D,['G'],"{'33jjjjjjX', '333tjjjjTT', 'tttttbjjTX', 'ttbbjjTT', 'ttbbjjX', 'ttjjTT', 'ttttbbjjTT', 'tttbbbjjTX', 'tbbbjjTX', '3bjjjjX', 'bbbbbbjjX', 'ttttbbjjX', '3tjjjjTT', 'ttbbbbjjX', 'tbjjTX', 'bbbbjjX', '33jjjjjjTX', '33jjjjTX', 'ttbbbbjjTT', '33jjjjjjTT', '3333jjjjTX', 'ttttttjjTT', 'ttttjjTT', 'tttbjjTX', '333bjjjjX', 'bbjjX', 'tbbbbbjjTX'}",-,-,"{'33jjjjjjX', '333tjjjjTT', 'tttttbjjTX', 'ttbbjjTT', 'ttbbjjX', 'ttjjTT', 'ttttbbjjTT', 'tttbbbjjTX', 'tbbbjjTX', '3bjjjjX', 'bbbbbbjjX', 'ttttbbjjX', '3tjjjjTT', 'ttbbbbjjX', 'tbjjTX', 'bbbbjjX', '33jjjjjjTX', '33jjjjTX', 'ttbbbbjjTT', '33jjjjjjTT', '3333jjjjTX', 'ttttttjjTT', 'ttttjjTT', 'tttbjjTX', '333bjjjjX', 'bbjjX', 'tbbbbbjjTX'}",jj,-,-,jj,"['tbbtjjTT', '3jjtjjTT', 'ttttjjTT', 'tbbbjjTX', '33jjjjTX', 'tttbjjTX', 'ttbbjjX', '3jjbjjX', 'bbbbjjX', '33jjjjjjX', 'bbbbbbjjX', 'ttttbbjjX', 'ttbbbbjjX', '333bjjjjX', 'tbjjTX', 'bbjjX', 'tttttbjjTX', 'tttbbbjjTX', '33jjjjjjTX', '3333jjjjTX', 'tbbbbbjjTX', 'ttjjTT', '333tjjjjTT', 'ttttbbjjTT', 'ttbbbbjjTT', '33jjjjjjTT', 'ttttttjjTT']",-,-,"['tbbtjjTT', '3jjtjjTT', 'ttttjjTT', 'tbbbjjTX', '33jjjjTX', 'tttbjjTX', 'ttbbjjX', '3jjbjjX', 'bbbbjjX', '33jjjjjjX', 'bbbbbbjjX', 'ttttbbjjX', 'ttbbbbjjX', '333bjjjjX', 'tbjjTX', 'bbjjX', 'tttttbjjTX', 'tttbbbjjTX', '33jjjjjjTX', '3333jjjjTX', 'tbbbbbjjTX', 'ttjjTT', '333tjjjjTT', 'ttttbbjjTT', 'ttbbbbjjTT', '33jjjjjjTT', 'ttttttjjTT']"
L_3 Q_3 D,"['H^+', 'H^0']","{'v33jjTX', 'vv33jjTT', 'v3tjjX', 'ttjjX', 'vv33jjX', 'v3bjjTT', 'tbjjTX', 'bbjjTT', 'vv33jjTX'}","{'v33jjTX', 'ttjjTX', 'vv33jjTT', 'bbjjTX', 'vv33jjX', 'v33jjTT', 'v33jjX', 'tbjjTT', 'tbjjX', 'vv33jjTX'}","{'v33jjTX', 'v3bjjX', 'vv33jjTT', 'vv33jjX', 'v3tjjTT', 'bbjjX', 'tbjjTX', 'ttjjTT', 'vv33jjTX'}","{'v33jjTX', 'vv33jjTT', '33jjTX', 'vv33jjX', '33jjTT', 'v33jjTT', 'v33jjX', 'vv33jjTX', '33jjX'}",jj,jj,jj,jj,"['vv33jjX', 'v3bjjTT', 'v33jjTX', 'tbjjTX', 'vv33jjTX', 'v3tjjX', 'ttjjX', 'bbjjTT', 'vv33jjTT']","['vv33jjX', 'v33jjTT', 'v33jjTX', 'ttjjTX', 'bbjjTX', 'vv33jjTX', 'v33jjX', 'tbjjX', 'tbjjTT', 'vv33jjTT']","['vv33jjX', 'v3tjjTT', 'v33jjTX', 'tbjjTX', 'vv33jjTX', 'v3bjjX', 'bbjjX', 'ttjjTT', 'vv33jjTT']","['vv33jjX', 'v33jjTT', 'v33jjTX', '33jjTX', 'vv33jjTX', 'v33jjX', '33jjX', '33jjTT', 'vv33jjTT']"
L_3 Q_3 D,['q'],"{'33jjjjX', '33jjjjTX', '33jjjjTT'}",-,-,"{'33jjjjX', '33jjjjTX', '33jjjjTT'}",jjjj,-,-,jjjj,"['33jjjjTT', '33jjjjTX', '33jjjjX']",-,-,"['33jjjjTT', '33jjjjTX', '33jjjjX']"
L_3 Q_3 D,['d'],"{'tbTX', 'tbjjjjTX', 'ttTT', 'bbjjjjX', 'bbjjX', 'ttjjjjTT', 'tbjjTX', 'bbX', 'ttjjTT'}",-,-,"{'tbTX', 'tbjjjjTX', 'ttTT', 'bbjjjjX', 'bbjjX', 'ttjjjjTT', 'tbjjTX', 'bbX', 'ttjjTT'}",,-,-,,"['ttjjjjTT', 'tbjjjjTX', 'tbjjTX', 'ttTT', 'bbX', 'bbjjX', 'tbTX', 'ttjjTT', 'bbjjjjX']",-,-,"['ttjjjjTT', 'tbjjjjTX', 'tbjjTX', 'ttTT', 'bbX', 'bbjjX', 'tbTX', 'ttjjTT', 'bbjjjjX']"
L_3 Q_3 D,['u'],"{'bbjjjjX', 'ttjjjjTT', 'tbjjjjTX'}",-,-,"{'bbjjjjX', 'ttjjjjTT', 'tbjjjjTX'}",jjjj,-,-,jjjj,"['ttjjjjTT', 'tbjjjjTX', 'bbjjjjX']",-,-,"['ttjjjjTT', 'tbjjjjTX', 'bbjjjjX']"
L_3 Q_3 D,"['l', 'nu']","{'ttjjTTll', 'tbjjLX', 'tbjjLTlX', 'ttjjTlX', 'ttjjX', 'bbjjLLX'}","{'tbjjTTll', 'bbjjLX', 'tbjjLLX', 'bbjjLTlX', 'ttjjLX', 'ttjjLTlX', 'tbjjX'}","{'tbjjLX', 'tbjjLTlX', 'bbjjTTll', 'bbjjTlX', 'ttjjLLX', 'bbjjX'}","{'33jjLX', '33jjLLX', '33jjTTll', '33jjLTlX', '33jjX'}",jj,jj,jj,jj,"['tbjjLTlX', 'tbjjLX', 'ttTljjX', 'bbLLjjX', 'ttjjX', 'ttjjTTll']","['bbjjLTlX', 'ttjjLTlX', 'bbjjLX', 'ttjjLX', 'tbjjLLX', 'tbjjX', 'tbjjTTll']","['tbjjLTlX', 'tbjjLX', 'bbTljjX', 'ttLLjjX', 'bbjjX', 'bbjjTTll']","['33jjLTlX', '33jjLX', '33jjLLX', '33jjX', '33jjTTll']"
L_3 Q_3 D,['e'],"{'ttjjTTll', 'tbjjTllX', 'bbjjllX'}",-,-,"{'ttjjTTll', 'tbjjTllX', 'bbjjllX'}",jjll,-,-,jjll,"['bbjjllX', 'tbjjTllX', 'ttjjTTll']",-,-,"['bbjjllX', 'tbjjTllX', 'ttjjTTll']"
L_3 Q_3 D,"['b_L', 't_L']","{'jjX', 'ttttjjX', 'ttjjX', 'tttbjjTX', 'ttbbjjTT', 'bbjjX', 'ttbbjjX', 'tbjjTX', 'bbbbjjX', 'tbbbjjTX'}","{'ttjjTX', 'bbjjTX', 'tttbjjTT', 'tbbbjjTT', 'tbbbjjX', 'bbbbjjTX', 'ttbbjjTX', 'ttttjjTX', 'tbjjTT', 'jjTX', 'tbjjX', 'tttbjjX'}","{'ttttjjTT', 'tttbjjTX', 'ttbbjjTT', 'ttbbjjX', 'tbjjTX', 'ttjjTT', 'bbbbjjTT', 'bbjjTT', 'jjTT', 'tbbbjjTX'}","{'3333jjTT', 'jjX', '3333jjTX', '33jjTX', '33jjTT', '3333jjX', '33jjX', 'jjTX', 'jjTT'}",jj,jj,jj,jj,"['ttbbjjTT', 'tttbjjTX', 'bbtbjjTX', 'tbjjTX', 'jjX', 'ttjjX', 'bbjjX', 'ttttjjX', 'ttbbjjX', 'bbbbjjX']","['tttbjjTT', 'bbtbjjTT', 'bbbbjjTX', 'ttbbjjTX', 'ttttjjTX', 'ttjjTX', 'bbjjTX', 'tbjjX', 'jjTX', 'tbjjTT', 'bbtbjjX', 'tttbjjX']","['ttttjjTT', 'ttbbjjTT', 'bbbbjjTT', 'tttbjjTX', 'bbtbjjTX', 'tbjjTX', 'jjTT', 'ttjjTT', 'bbjjTT', 'ttbbjjX']","['3333jjTT', '3333jjTX', '33jjTX', 'jjTT', 'jjX', '33jjX', 'jjTX', '33jjTT', '3333jjX']"
L_3 Q_3 D,['t'],"{'ttttjjTT', 'tttbjjTX', 'ttbbjjTT', 'ttbbjjX', 'bbbbjjTT', 'tbbbjjTX'}",-,-,"{'ttttjjTT', 'tttbjjTX', 'ttbbjjTT', 'ttbbjjX', 'bbbbjjTT', 'tbbbjjTX'}",jj,-,-,jj,"['ttttjjTT', 'ttbbjjTT', 'bbbbjjTT', 'tttbjjTX', 'bbtbjjTX', 'ttbbjjX']",-,-,"['ttttjjTT', 'ttbbjjTT', 'bbbbjjTT', 'tttbjjTX', 'bbtbjjTX', 'ttbbjjX']"
L_3 Q_3 D,['b'],"{'ttttjjX', 'tttbjjTX', 'ttbbjjTT', 'ttbbjjX', 'bbbbjjX', 'tbbbjjTX'}",-,-,"{'ttttjjX', 'tttbjjTX', 'ttbbjjTT', 'ttbbjjX', 'bbbbjjX', 'tbbbjjTX'}",jj,-,-,jj,"['ttbbjjTT', 'tttbjjTX', 'bbtbjjTX', 'ttttjjX', 'ttbbjjX', 'bbbbjjX']",-,-,"['ttbbjjTT', 'tttbjjTX', 'bbtbjjTX', 'ttttjjX', 'ttbbjjX', 'bbbbjjX']"
L_3 Q_3 D,"['tau_L', 'nu_tau']","{'bbjjTTX', 'ttjjTTX', 'ttjj', 'ttjjX', 'tbjjTX', 'tbjjTTTX', 'ttjjTT', 'ttjjTTTT'}","{'ttjjTX', 'bbjjTX', 'tbjjTTX', 'tbjjTTTT', 'bbjjTTTX', 'tbjjTT', 'tbjj', 'tbjjX', 'ttjjTTTX'}","{'bbjjTTX', 'ttjjTTX', 'bbjjTTTT', 'bbjjX', 'tbjjTX', 'tbjjTTTX', 'bbjjTT', 'bbjj'}","{'33jj', '33jjTX', '33jjTT', '33jjTTX', '33jjTTTT', '33jjX', '33jjTTTX'}",jj,jj,jj,jj,"['tbjjTTTX', 'tbjjTX', 'ttjj', 'bbjjTTX', 'ttjjTTX', 'ttjjX', 'ttjjTT', 'ttjjTTTT']","['bbjjTTTX', 'ttjjTTTX', 'ttjjTX', 'bbjjTX', 'tbjj', 'tbjjTTX', 'tbjjX', 'tbjjTT', 'tbjjTTTT']","['tbjjTTTX', 'tbjjTX', 'bbjj', 'bbjjTTX', 'ttjjTTX', 'bbjjX', 'bbjjTT', 'bbjjTTTT']","['33jjTTTX', '33jjTX', '33jj', '33jjTTX', '33jjX', '33jjTT', '33jjTTTT']"
L_3 Q_3 D,['tau'],"{'bbjjTTX', 'tbjjTTTX', 'ttjjTTTT'}",-,-,"{'bbjjTTX', 'tbjjTTTX', 'ttjjTTTT'}",jjTT,-,-,jjTT,"['bbjjTTX', 'tbjjTTTX', 'ttjjTTTT']",-,-,"['bbjjTTX', 'tbjjTTTX', 'ttjjTTTT']"
L_3 Q_3 D_3,['B'],"{'tbbbTX', 'ttbbTT', 'bbbbX'}",-,-,"{'tbbbTX', 'ttbbTT', 'bbbbX'}",bb,-,-,bb,"['ttbbTT', 'bbbbX', 'tbbbTX']",-,-,"['ttbbTT', 'bbbbX', 'tbbbTX']"
L_3 Q_3 D_3,"['W^+', 'W^0']","{'vv33ttTT', 'v3tbbX', 'v333bTX', 'tbbbTX', 'v3tbbTT', 'bbbbTT', 'ttbbX', 'vv33tbTX', 'vv33bbX'}","{'ttbbTX', 'vv33ttTT', 'v333bTX', 'tbbbX', 'tbbbTT', 'v33tbTT', 'bbbbTX', 'v33bbX', 'vv33tbTX', 'vv33bbX'}","{'vv33ttTT', 'v3bbbX', 'bbbbX', 'tbbbTX', 'v3tbbTX', 'v3ttbTT', 'ttbbTT', 'vv33tbTX', 'vv33bbX'}","{'33bbTX', '33bbTT', 'vv33ttTT', 'v333bTX', 'v33tbTT', '33bbX', 'v33bbX', 'vv33tbTX', 'vv33bbX'}",,,,,"['vv33bbX', 'v3tbbTT', 'v333bTX', 'tbbbTX', 'vv33tbTX', 'v3tbbX', 'ttbbX', 'bbbbTT', 'vv33ttTT']","['vv33bbX', 'v33tbTT', 'v333bTX', 'ttbbTX', 'bbbbTX', 'vv33tbTX', 'v33bbX', 'tbbbX', 'tbbbTT', 'vv33ttTT']","['vv33bbX', 'v3ttbTT', 'v3tbbTX', 'tbbbTX', 'vv33tbTX', 'v3bbbX', 'bbbbX', 'ttbbTT', 'vv33ttTT']","['vv33bbX', 'v33tbTT', 'v333bTX', '33bbTX', 'vv33tbTX', 'v33bbX', '33bbX', '33bbTT', 'vv33ttTT']"
