CAT A,CAT B,LSP A,LSP B,Signature A,Signature B,Chain A,Chain B,Signatures,Signature A (ER),Signature B (ER),Signatures (ER)
U D_3 D_3,L_3 L E,W^0,W^0,vtbj,llllX,"['W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]']","['W^0 -- (l) -- l -- (l) -- B -- (l) -- e -- [l,X]']",vtbjllllX, 1j_l + 1t + 1b + 1v, 4l + MET, 1j_l + 1t + 1b + 4l + 1v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vtbj,vvTlX,"['W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]']","['W^0 -- (v) -- H^+ -- (v) -- B -- (l) -- e -- [T,X]']",vvvtbjTlX, 1j_l + 1t + 1b + 1v, 1l + 1tau + 2v + MET, 1j_l + 1t + 1b + 1l + 1tau + 3v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vtbj,TlX,"['W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]']","['W^0 -- (T) -- tau_L -- [X,l]', 'W^0 -- (X) -- nu -- [T,l]', 'W^0 -- (X) -- nu -- (X) -- B -- (l) -- e -- [T,X]']",vtbjTlX, 1j_l + 1t + 1b + 1v, 1l + 1tau + MET, 1j_l + 1t + 1b + 1l + 1tau + 1v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vtbj,TlllX,"['W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]']","['W^0 -- (l) -- l -- (l) -- B -- (l) -- e -- [T,X]']",vtbjTlllX, 1j_l + 1t + 1b + 1v, 3l + 1tau + MET, 1j_l + 1t + 1b + 3l + 1tau + 1v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vtbj,bbllX,"['W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]']","['W^0 -- (b) -- b_L -- (b) -- B -- (l) -- e -- [l,X]']",vtbbbjllX, 1j_l + 1t + 1b + 1v, 2b + 2l + MET, 1j_l + 1t + 3b + 2l + 1v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vtbj,llX,"['W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]']","['W^0 -- (l) -- l -- [X,l]', 'W^0 -- (X) -- nu_tau -- [l,l]', 'W^0 -- (X) -- nu -- (X) -- B -- (l) -- e -- [l,X]']",vtbjllX, 1j_l + 1t + 1b + 1v, 2l + MET, 1j_l + 1t + 1b + 2l + 1v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vtbj,TTllX,"['W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]']","['W^0 -- (T) -- tau_L -- (T) -- B -- (l) -- e -- [l,X]']",vtbjTTllX, 1j_l + 1t + 1b + 1v, 2l + 2tau + MET, 1j_l + 1t + 1b + 2l + 2tau + 1v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vtbj,TTTlX,"['W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]']","['W^0 -- (T) -- tau_L -- (T) -- B -- (l) -- e -- [T,X]']",vtbjTTTlX, 1j_l + 1t + 1b + 1v, 1l + 3tau + MET, 1j_l + 1t + 1b + 1l + 3tau + 1v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vtbj,jjTlX,"['W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]']","['W^0 -- (j) -- q -- (j) -- B -- (l) -- e -- [T,X]']",vtbjjjTlX, 1j_l + 1t + 1b + 1v, 2j_l + 1l + 1tau + MET, 3j_l + 1t + 1b + 1l + 1tau + 1v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vtbj,ttTlX,"['W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]']","['W^0 -- (t) -- t_L -- (t) -- B -- (l) -- e -- [T,X]']",vtttbjTlX, 1j_l + 1t + 1b + 1v, 2t + 1l + 1tau + MET, 1j_l + 3t + 1b + 1l + 1tau + 1v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vtbj,vvllX,"['W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]']","['W^0 -- (v) -- H^+ -- (v) -- B -- (l) -- e -- [l,X]']",vvvtbjllX, 1j_l + 1t + 1b + 1v, 2l + 2v + MET, 1j_l + 1t + 1b + 2l + 3v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vtbj,jjllX,"['W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [j,b]']","['W^0 -- (j) -- q -- (j) -- B -- (l) -- e -- [l,X]']",vtbjjjllX, 1j_l + 1t + 1b + 1v, 2j_l + 2l + MET, 3j_l + 1t + 1b + 2l + 1v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vvbbj,ttllX,"['W^0 -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [b,b]']","['W^0 -- (t) -- t_L -- (t) -- B -- (l) -- e -- [l,X]']",vvttbbjllX, 1j_l + 2b + 2v, 2t + 2l + MET, 1j_l + 2t + 2b + 2l + 2v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vvbbj,bbTlX,"['W^0 -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [b,b]']","['W^0 -- (b) -- b_L -- (b) -- B -- (l) -- e -- [T,X]']",vvbbbbjTlX, 1j_l + 2b + 2v, 2b + 1l + 1tau + MET, 1j_l + 4b + 1l + 1tau + 2v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vvbbj,llllX,"['W^0 -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [b,b]']","['W^0 -- (l) -- l -- (l) -- B -- (l) -- e -- [l,X]']",vvbbjllllX, 1j_l + 2b + 2v, 4l + MET, 1j_l + 2b + 4l + 2v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vvbbj,vvTlX,"['W^0 -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [b,b]']","['W^0 -- (v) -- H^+ -- (v) -- B -- (l) -- e -- [T,X]']",vvvvbbjTlX, 1j_l + 2b + 2v, 1l + 1tau + 2v + MET, 1j_l + 2b + 1l + 1tau + 4v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vvbbj,TlX,"['W^0 -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [b,b]']","['W^0 -- (T) -- tau_L -- [X,l]', 'W^0 -- (X) -- nu -- [T,l]', 'W^0 -- (X) -- nu -- (X) -- B -- (l) -- e -- [T,X]']",vvbbjTlX, 1j_l + 2b + 2v, 1l + 1tau + MET, 1j_l + 2b + 1l + 1tau + 2v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vvbbj,TlllX,"['W^0 -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [b,b]']","['W^0 -- (l) -- l -- (l) -- B -- (l) -- e -- [T,X]']",vvbbjTlllX, 1j_l + 2b + 2v, 3l + 1tau + MET, 1j_l + 2b + 3l + 1tau + 2v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vvbbj,bbllX,"['W^0 -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [b,b]']","['W^0 -- (b) -- b_L -- (b) -- B -- (l) -- e -- [l,X]']",vvbbbbjllX, 1j_l + 2b + 2v, 2b + 2l + MET, 1j_l + 4b + 2l + 2v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vvbbj,llX,"['W^0 -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [b,b]']","['W^0 -- (l) -- l -- [X,l]', 'W^0 -- (X) -- nu_tau -- [l,l]', 'W^0 -- (X) -- nu -- (X) -- B -- (l) -- e -- [l,X]']",vvbbjllX, 1j_l + 2b + 2v, 2l + MET, 1j_l + 2b + 2l + 2v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vvbbj,TTllX,"['W^0 -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [b,b]']","['W^0 -- (T) -- tau_L -- (T) -- B -- (l) -- e -- [l,X]']",vvbbjTTllX, 1j_l + 2b + 2v, 2l + 2tau + MET, 1j_l + 2b + 2l + 2tau + 2v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vvbbj,TTTlX,"['W^0 -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [b,b]']","['W^0 -- (T) -- tau_L -- (T) -- B -- (l) -- e -- [T,X]']",vvbbjTTTlX, 1j_l + 2b + 2v, 1l + 3tau + MET, 1j_l + 2b + 1l + 3tau + 2v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vvbbj,jjTlX,"['W^0 -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [b,b]']","['W^0 -- (j) -- q -- (j) -- B -- (l) -- e -- [T,X]']",vvbbjjjTlX, 1j_l + 2b + 2v, 2j_l + 1l + 1tau + MET, 3j_l + 2b + 1l + 1tau + 2v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vvbbj,ttTlX,"['W^0 -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [b,b]']","['W^0 -- (t) -- t_L -- (t) -- B -- (l) -- e -- [T,X]']",vvttbbjTlX, 1j_l + 2b + 2v, 2t + 1l + 1tau + MET, 1j_l + 2t + 2b + 1l + 1tau + 2v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vvbbj,vvllX,"['W^0 -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [b,b]']","['W^0 -- (v) -- H^+ -- (v) -- B -- (l) -- e -- [l,X]']",vvvvbbjllX, 1j_l + 2b + 2v, 2l + 2v + MET, 1j_l + 2b + 2l + 4v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vvbbj,jjllX,"['W^0 -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [b,b]']","['W^0 -- (j) -- q -- (j) -- B -- (l) -- e -- [l,X]']",vvbbjjjllX, 1j_l + 2b + 2v, 2j_l + 2l + MET, 3j_l + 2b + 2l + 2v + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjTT,ttllX,"['W^0 -- (T) -- tau_L -- (T) -- B -- (j) -- u -- [b,b]']","['W^0 -- (t) -- t_L -- (t) -- B -- (l) -- e -- [l,X]']",ttbbjTTllX, 1j_l + 2b + 2tau, 2t + 2l + MET, 1j_l + 2t + 2b + 2l + 2tau + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjTT,bbTlX,"['W^0 -- (T) -- tau_L -- (T) -- B -- (j) -- u -- [b,b]']","['W^0 -- (b) -- b_L -- (b) -- B -- (l) -- e -- [T,X]']",bbbbjTTTlX, 1j_l + 2b + 2tau, 2b + 1l + 1tau + MET, 1j_l + 4b + 1l + 3tau + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjTT,llllX,"['W^0 -- (T) -- tau_L -- (T) -- B -- (j) -- u -- [b,b]']","['W^0 -- (l) -- l -- (l) -- B -- (l) -- e -- [l,X]']",bbjTTllllX, 1j_l + 2b + 2tau, 4l + MET, 1j_l + 2b + 4l + 2tau + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjTT,vvTlX,"['W^0 -- (T) -- tau_L -- (T) -- B -- (j) -- u -- [b,b]']","['W^0 -- (v) -- H^+ -- (v) -- B -- (l) -- e -- [T,X]']",vvbbjTTTlX, 1j_l + 2b + 2tau, 1l + 1tau + 2v + MET, 1j_l + 2b + 1l + 3tau + 2v + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjTT,TlX,"['W^0 -- (T) -- tau_L -- (T) -- B -- (j) -- u -- [b,b]']","['W^0 -- (T) -- tau_L -- [X,l]', 'W^0 -- (X) -- nu -- [T,l]', 'W^0 -- (X) -- nu -- (X) -- B -- (l) -- e -- [T,X]']",bbjTTTlX, 1j_l + 2b + 2tau, 1l + 1tau + MET, 1j_l + 2b + 1l + 3tau + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjTT,TlllX,"['W^0 -- (T) -- tau_L -- (T) -- B -- (j) -- u -- [b,b]']","['W^0 -- (l) -- l -- (l) -- B -- (l) -- e -- [T,X]']",bbjTTTlllX, 1j_l + 2b + 2tau, 3l + 1tau + MET, 1j_l + 2b + 3l + 3tau + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjTT,bbllX,"['W^0 -- (T) -- tau_L -- (T) -- B -- (j) -- u -- [b,b]']","['W^0 -- (b) -- b_L -- (b) -- B -- (l) -- e -- [l,X]']",bbbbjTTllX, 1j_l + 2b + 2tau, 2b + 2l + MET, 1j_l + 4b + 2l + 2tau + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjTT,llX,"['W^0 -- (T) -- tau_L -- (T) -- B -- (j) -- u -- [b,b]']","['W^0 -- (l) -- l -- [X,l]', 'W^0 -- (X) -- nu_tau -- [l,l]', 'W^0 -- (X) -- nu -- (X) -- B -- (l) -- e -- [l,X]']",bbjTTllX, 1j_l + 2b + 2tau, 2l + MET, 1j_l + 2b + 2l + 2tau + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjTT,TTllX,"['W^0 -- (T) -- tau_L -- (T) -- B -- (j) -- u -- [b,b]']","['W^0 -- (T) -- tau_L -- (T) -- B -- (l) -- e -- [l,X]']",bbjTTTTllX, 1j_l + 2b + 2tau, 2l + 2tau + MET, 1j_l + 2b + 2l + 4tau + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjTT,TTTlX,"['W^0 -- (T) -- tau_L -- (T) -- B -- (j) -- u -- [b,b]']","['W^0 -- (T) -- tau_L -- (T) -- B -- (l) -- e -- [T,X]']",bbjTTTTTlX, 1j_l + 2b + 2tau, 1l + 3tau + MET, 1j_l + 2b + 1l + 5tau + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjTT,jjTlX,"['W^0 -- (T) -- tau_L -- (T) -- B -- (j) -- u -- [b,b]']","['W^0 -- (j) -- q -- (j) -- B -- (l) -- e -- [T,X]']",bbjjjTTTlX, 1j_l + 2b + 2tau, 2j_l + 1l + 1tau + MET, 3j_l + 2b + 1l + 3tau + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjTT,ttTlX,"['W^0 -- (T) -- tau_L -- (T) -- B -- (j) -- u -- [b,b]']","['W^0 -- (t) -- t_L -- (t) -- B -- (l) -- e -- [T,X]']",ttbbjTTTlX, 1j_l + 2b + 2tau, 2t + 1l + 1tau + MET, 1j_l + 2t + 2b + 1l + 3tau + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjTT,vvllX,"['W^0 -- (T) -- tau_L -- (T) -- B -- (j) -- u -- [b,b]']","['W^0 -- (v) -- H^+ -- (v) -- B -- (l) -- e -- [l,X]']",vvbbjTTllX, 1j_l + 2b + 2tau, 2l + 2v + MET, 1j_l + 2b + 2l + 2tau + 2v + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjTT,jjllX,"['W^0 -- (T) -- tau_L -- (T) -- B -- (j) -- u -- [b,b]']","['W^0 -- (j) -- q -- (j) -- B -- (l) -- e -- [l,X]']",bbjjjTTllX, 1j_l + 2b + 2tau, 2j_l + 2l + MET, 3j_l + 2b + 2l + 2tau + MET
U D_3 D_3,L_3 L E,W^0,W^0,vbbj,ttllX,"['W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]']","['W^0 -- (t) -- t_L -- (t) -- B -- (l) -- e -- [l,X]']",vttbbjllX, 1j_l + 2b + 1v, 2t + 2l + MET, 1j_l + 2t + 2b + 2l + 1v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vbbj,bbTlX,"['W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]']","['W^0 -- (b) -- b_L -- (b) -- B -- (l) -- e -- [T,X]']",vbbbbjTlX, 1j_l + 2b + 1v, 2b + 1l + 1tau + MET, 1j_l + 4b + 1l + 1tau + 1v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vbbj,llllX,"['W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]']","['W^0 -- (l) -- l -- (l) -- B -- (l) -- e -- [l,X]']",vbbjllllX, 1j_l + 2b + 1v, 4l + MET, 1j_l + 2b + 4l + 1v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vbbj,vvTlX,"['W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]']","['W^0 -- (v) -- H^+ -- (v) -- B -- (l) -- e -- [T,X]']",vvvbbjTlX, 1j_l + 2b + 1v, 1l + 1tau + 2v + MET, 1j_l + 2b + 1l + 1tau + 3v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vbbj,TlX,"['W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]']","['W^0 -- (T) -- tau_L -- [X,l]', 'W^0 -- (X) -- nu -- [T,l]', 'W^0 -- (X) -- nu -- (X) -- B -- (l) -- e -- [T,X]']",vbbjTlX, 1j_l + 2b + 1v, 1l + 1tau + MET, 1j_l + 2b + 1l + 1tau + 1v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vbbj,TlllX,"['W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]']","['W^0 -- (l) -- l -- (l) -- B -- (l) -- e -- [T,X]']",vbbjTlllX, 1j_l + 2b + 1v, 3l + 1tau + MET, 1j_l + 2b + 3l + 1tau + 1v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vbbj,bbllX,"['W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]']","['W^0 -- (b) -- b_L -- (b) -- B -- (l) -- e -- [l,X]']",vbbbbjllX, 1j_l + 2b + 1v, 2b + 2l + MET, 1j_l + 4b + 2l + 1v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vbbj,llX,"['W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]']","['W^0 -- (l) -- l -- [X,l]', 'W^0 -- (X) -- nu_tau -- [l,l]', 'W^0 -- (X) -- nu -- (X) -- B -- (l) -- e -- [l,X]']",vbbjllX, 1j_l + 2b + 1v, 2l + MET, 1j_l + 2b + 2l + 1v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vbbj,TTllX,"['W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]']","['W^0 -- (T) -- tau_L -- (T) -- B -- (l) -- e -- [l,X]']",vbbjTTllX, 1j_l + 2b + 1v, 2l + 2tau + MET, 1j_l + 2b + 2l + 2tau + 1v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vbbj,TTTlX,"['W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]']","['W^0 -- (T) -- tau_L -- (T) -- B -- (l) -- e -- [T,X]']",vbbjTTTlX, 1j_l + 2b + 1v, 1l + 3tau + MET, 1j_l + 2b + 1l + 3tau + 1v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vbbj,jjTlX,"['W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]']","['W^0 -- (j) -- q -- (j) -- B -- (l) -- e -- [T,X]']",vbbjjjTlX, 1j_l + 2b + 1v, 2j_l + 1l + 1tau + MET, 3j_l + 2b + 1l + 1tau + 1v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vbbj,ttTlX,"['W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]']","['W^0 -- (t) -- t_L -- (t) -- B -- (l) -- e -- [T,X]']",vttbbjTlX, 1j_l + 2b + 1v, 2t + 1l + 1tau + MET, 1j_l + 2t + 2b + 1l + 1tau + 1v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vbbj,vvllX,"['W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]']","['W^0 -- (v) -- H^+ -- (v) -- B -- (l) -- e -- [l,X]']",vvvbbjllX, 1j_l + 2b + 1v, 2l + 2v + MET, 1j_l + 2b + 2l + 3v + MET
U D_3 D_3,L_3 L E,W^0,W^0,vbbj,jjllX,"['W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [j,b]']","['W^0 -- (j) -- q -- (j) -- B -- (l) -- e -- [l,X]']",vbbjjjllX, 1j_l + 2b + 1v, 2j_l + 2l + MET, 3j_l + 2b + 2l + 1v + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjX,ttllX,"['W^0 -- (X) -- nu -- (X) -- B -- (j) -- u -- [b,b]']","['W^0 -- (t) -- t_L -- (t) -- B -- (l) -- e -- [l,X]']",ttbbjllX, 1j_l + 2b + MET, 2t + 2l + MET, 1j_l + 2t + 2b + 2l + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjX,bbTlX,"['W^0 -- (X) -- nu -- (X) -- B -- (j) -- u -- [b,b]']","['W^0 -- (b) -- b_L -- (b) -- B -- (l) -- e -- [T,X]']",bbbbjTlX, 1j_l + 2b + MET, 2b + 1l + 1tau + MET, 1j_l + 4b + 1l + 1tau + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjX,llllX,"['W^0 -- (X) -- nu -- (X) -- B -- (j) -- u -- [b,b]']","['W^0 -- (l) -- l -- (l) -- B -- (l) -- e -- [l,X]']",bbjllllX, 1j_l + 2b + MET, 4l + MET, 1j_l + 2b + 4l + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjX,vvTlX,"['W^0 -- (X) -- nu -- (X) -- B -- (j) -- u -- [b,b]']","['W^0 -- (v) -- H^+ -- (v) -- B -- (l) -- e -- [T,X]']",vvbbjTlX, 1j_l + 2b + MET, 1l + 1tau + 2v + MET, 1j_l + 2b + 1l + 1tau + 2v + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjX,TlX,"['W^0 -- (X) -- nu -- (X) -- B -- (j) -- u -- [b,b]']","['W^0 -- (T) -- tau_L -- [X,l]', 'W^0 -- (X) -- nu -- [T,l]', 'W^0 -- (X) -- nu -- (X) -- B -- (l) -- e -- [T,X]']",bbjTlX, 1j_l + 2b + MET, 1l + 1tau + MET, 1j_l + 2b + 1l + 1tau + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjX,TlllX,"['W^0 -- (X) -- nu -- (X) -- B -- (j) -- u -- [b,b]']","['W^0 -- (l) -- l -- (l) -- B -- (l) -- e -- [T,X]']",bbjTlllX, 1j_l + 2b + MET, 3l + 1tau + MET, 1j_l + 2b + 3l + 1tau + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjX,bbllX,"['W^0 -- (X) -- nu -- (X) -- B -- (j) -- u -- [b,b]']","['W^0 -- (b) -- b_L -- (b) -- B -- (l) -- e -- [l,X]']",bbbbjllX, 1j_l + 2b + MET, 2b + 2l + MET, 1j_l + 4b + 2l + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjX,llX,"['W^0 -- (X) -- nu -- (X) -- B -- (j) -- u -- [b,b]']","['W^0 -- (l) -- l -- [X,l]', 'W^0 -- (X) -- nu_tau -- [l,l]', 'W^0 -- (X) -- nu -- (X) -- B -- (l) -- e -- [l,X]']",bbjllX, 1j_l + 2b + MET, 2l + MET, 1j_l + 2b + 2l + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjX,TTllX,"['W^0 -- (X) -- nu -- (X) -- B -- (j) -- u -- [b,b]']","['W^0 -- (T) -- tau_L -- (T) -- B -- (l) -- e -- [l,X]']",bbjTTllX, 1j_l + 2b + MET, 2l + 2tau + MET, 1j_l + 2b + 2l + 2tau + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjX,TTTlX,"['W^0 -- (X) -- nu -- (X) -- B -- (j) -- u -- [b,b]']","['W^0 -- (T) -- tau_L -- (T) -- B -- (l) -- e -- [T,X]']",bbjTTTlX, 1j_l + 2b + MET, 1l + 3tau + MET, 1j_l + 2b + 1l + 3tau + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjX,jjTlX,"['W^0 -- (X) -- nu -- (X) -- B -- (j) -- u -- [b,b]']","['W^0 -- (j) -- q -- (j) -- B -- (l) -- e -- [T,X]']",bbjjjTlX, 1j_l + 2b + MET, 2j_l + 1l + 1tau + MET, 3j_l + 2b + 1l + 1tau + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjX,ttTlX,"['W^0 -- (X) -- nu -- (X) -- B -- (j) -- u -- [b,b]']","['W^0 -- (t) -- t_L -- (t) -- B -- (l) -- e -- [T,X]']",ttbbjTlX, 1j_l + 2b + MET, 2t + 1l + 1tau + MET, 1j_l + 2t + 2b + 1l + 1tau + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjX,vvllX,"['W^0 -- (X) -- nu -- (X) -- B -- (j) -- u -- [b,b]']","['W^0 -- (v) -- H^+ -- (v) -- B -- (l) -- e -- [l,X]']",vvbbjllX, 1j_l + 2b + MET, 2l + 2v + MET, 1j_l + 2b + 2l + 2v + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjX,jjllX,"['W^0 -- (X) -- nu -- (X) -- B -- (j) -- u -- [b,b]']","['W^0 -- (j) -- q -- (j) -- B -- (l) -- e -- [l,X]']",bbjjjllX, 1j_l + 2b + MET, 2j_l + 2l + MET, 3j_l + 2b + 2l + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjjj,ttllX,"['W^0 -- (j) -- q -- (j) -- B -- (j) -- u -- [b,b]']","['W^0 -- (t) -- t_L -- (t) -- B -- (l) -- e -- [l,X]']",ttbbjjjllX, 3j_l + 2b, 2t + 2l + MET, 3j_l + 2t + 2b + 2l + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjjj,bbTlX,"['W^0 -- (j) -- q -- (j) -- B -- (j) -- u -- [b,b]']","['W^0 -- (b) -- b_L -- (b) -- B -- (l) -- e -- [T,X]']",bbbbjjjTlX, 3j_l + 2b, 2b + 1l + 1tau + MET, 3j_l + 4b + 1l + 1tau + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjjj,llllX,"['W^0 -- (j) -- q -- (j) -- B -- (j) -- u -- [b,b]']","['W^0 -- (l) -- l -- (l) -- B -- (l) -- e -- [l,X]']",bbjjjllllX, 3j_l + 2b, 4l + MET, 3j_l + 2b + 4l + MET
U D_3 D_3,L_3 L E,W^0,W^0,bbjjj,vvTlX,"['W^0 -- (j) -- q -- (j) -- B -- (j) -- u -- [b,b]']","['W^0 -- (v) -- H^+ -- (v) -- B -- (l) -- e -- [T,X]']",vvbbjjjTlX, 3j_l + 2b, 1l + 1tau + 2v + MET, 3j_l + 2b + 1l + 1tau + 2v + MET
