CAT A,CAT B,LSP A,LSP B,Signature A,Signature B,Chain A,Chain B,Signatures,Signature A (ER),Signature B (ER),Signatures (ER)
L Q D,U_3 D_3 D_3,W^+,W^+,jjTX,vttb,"['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [X,j]']","['W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]']",vttbjjTX, 2j_l + 1tau + MET, 2t + 1b + 1v, 2j_l + 2t + 1b + 1tau + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,jjTX,vtbb,"['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [X,j]']","['W^+ -- (v) -- H^0 -- (t) -- t -- [b,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]']",vtbbjjTX, 2j_l + 1tau + MET, 1t + 2b + 1v, 2j_l + 1t + 2b + 1tau + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,jjTX,vbbb,"['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [X,j]']","['W^+ -- (v) -- H^+ -- (b) -- t -- [b,b]']",vbbbjjTX, 2j_l + 1tau + MET, 3b + 1v, 2j_l + 3b + 1tau + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,vvjjl,vttb,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [l,j]']","['W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]']",vvvttbjjl, 2j_l + 1l + 2v, 2t + 1b + 1v, 2j_l + 2t + 1b + 1l + 3v
L Q D,U_3 D_3 D_3,W^+,W^+,vvjjl,vtbb,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [l,j]']","['W^+ -- (v) -- H^0 -- (t) -- t -- [b,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]']",vvvtbbjjl, 2j_l + 1l + 2v, 1t + 2b + 1v, 2j_l + 1t + 2b + 1l + 3v
L Q D,U_3 D_3 D_3,W^+,W^+,vvjjl,vbbb,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [l,j]']","['W^+ -- (v) -- H^+ -- (b) -- t -- [b,b]']",vvvbbbjjl, 2j_l + 1l + 2v, 3b + 1v, 2j_l + 3b + 1l + 3v
L Q D,U_3 D_3 D_3,W^+,W^+,jjlX,vttb,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [X,j]']","['W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]']",vttbjjlX, 2j_l + 1l + MET, 2t + 1b + 1v, 2j_l + 2t + 1b + 1l + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,jjlX,vtbb,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [X,j]']","['W^+ -- (v) -- H^0 -- (t) -- t -- [b,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]']",vtbbjjlX, 2j_l + 1l + MET, 1t + 2b + 1v, 2j_l + 1t + 2b + 1l + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,jjlX,vbbb,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [X,j]']","['W^+ -- (v) -- H^+ -- (b) -- t -- [b,b]']",vbbbjjlX, 2j_l + 1l + MET, 3b + 1v, 2j_l + 3b + 1l + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,tbjjX,vttb,"['W^+ -- (t) -- b_L -- (b) -- B -- (j) -- d -- [X,j]']","['W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]']",vtttbbjjX, 2j_l + 1t + 1b + MET, 2t + 1b + 1v, 2j_l + 3t + 2b + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,tbjjX,vtbb,"['W^+ -- (t) -- b_L -- (b) -- B -- (j) -- d -- [X,j]']","['W^+ -- (v) -- H^0 -- (t) -- t -- [b,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]']",vttbbbjjX, 2j_l + 1t + 1b + MET, 1t + 2b + 1v, 2j_l + 2t + 3b + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,tbjjX,vbbb,"['W^+ -- (t) -- b_L -- (b) -- B -- (j) -- d -- [X,j]']","['W^+ -- (v) -- H^+ -- (b) -- t -- [b,b]']",vtbbbbjjX, 2j_l + 1t + 1b + MET, 3b + 1v, 2j_l + 1t + 4b + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,jjX,vttb,"['W^+ -- (X) -- l -- [j,j]', 'W^+ -- (j) -- q -- [X,j]']","['W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]']",vttbjjX, 2j_l + MET, 2t + 1b + 1v, 2j_l + 2t + 1b + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,jjX,vtbb,"['W^+ -- (X) -- l -- [j,j]', 'W^+ -- (j) -- q -- [X,j]']","['W^+ -- (v) -- H^0 -- (t) -- t -- [b,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]']",vtbbjjX, 2j_l + MET, 1t + 2b + 1v, 2j_l + 1t + 2b + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,jjX,vbbb,"['W^+ -- (X) -- l -- [j,j]', 'W^+ -- (j) -- q -- [X,j]']","['W^+ -- (v) -- H^+ -- (b) -- t -- [b,b]']",vbbbjjX, 2j_l + MET, 3b + 1v, 2j_l + 3b + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,jjTlX,vttb,"['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [l,j]']","['W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]']",vttbjjTlX, 2j_l + 1l + 1tau + MET, 2t + 1b + 1v, 2j_l + 2t + 1b + 1l + 1tau + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,jjTlX,vtbb,"['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [l,j]']","['W^+ -- (v) -- H^0 -- (t) -- t -- [b,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]']",vtbbjjTlX, 2j_l + 1l + 1tau + MET, 1t + 2b + 1v, 2j_l + 1t + 2b + 1l + 1tau + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,jjTlX,vbbb,"['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [l,j]']","['W^+ -- (v) -- H^+ -- (b) -- t -- [b,b]']",vbbbjjTlX, 2j_l + 1l + 1tau + MET, 3b + 1v, 2j_l + 3b + 1l + 1tau + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,jjjjl,vttb,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [l,j]']","['W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]']",vttbjjjjl, 4j_l + 1l, 2t + 1b + 1v, 4j_l + 2t + 1b + 1l + 1v
L Q D,U_3 D_3 D_3,W^+,W^+,jjjjl,vtbb,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [l,j]']","['W^+ -- (v) -- H^0 -- (t) -- t -- [b,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]']",vtbbjjjjl, 4j_l + 1l, 1t + 2b + 1v, 4j_l + 1t + 2b + 1l + 1v
L Q D,U_3 D_3 D_3,W^+,W^+,jjjjl,vbbb,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [l,j]']","['W^+ -- (v) -- H^+ -- (b) -- t -- [b,b]']",vbbbjjjjl, 4j_l + 1l, 3b + 1v, 4j_l + 3b + 1l + 1v
L Q D,U_3 D_3 D_3,W^+,W^+,jjllX,vttb,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [l,j]']","['W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]']",vttbjjllX, 2j_l + 2l + MET, 2t + 1b + 1v, 2j_l + 2t + 1b + 2l + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,jjllX,vtbb,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [l,j]']","['W^+ -- (v) -- H^0 -- (t) -- t -- [b,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]']",vtbbjjllX, 2j_l + 2l + MET, 1t + 2b + 1v, 2j_l + 1t + 2b + 2l + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,jjllX,vbbb,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [l,j]']","['W^+ -- (v) -- H^+ -- (b) -- t -- [b,b]']",vbbbjjllX, 2j_l + 2l + MET, 3b + 1v, 2j_l + 3b + 2l + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,jjl,vttb,"['W^+ -- (j) -- q -- [l,j]', 'W^+ -- (l) -- nu -- [j,j]']","['W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]']",vttbjjl, 2j_l + 1l, 2t + 1b + 1v, 2j_l + 2t + 1b + 1l + 1v
L Q D,U_3 D_3 D_3,W^+,W^+,jjl,vtbb,"['W^+ -- (j) -- q -- [l,j]', 'W^+ -- (l) -- nu -- [j,j]']","['W^+ -- (v) -- H^0 -- (t) -- t -- [b,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]']",vtbbjjl, 2j_l + 1l, 1t + 2b + 1v, 2j_l + 1t + 2b + 1l + 1v
L Q D,U_3 D_3 D_3,W^+,W^+,jjl,vbbb,"['W^+ -- (j) -- q -- [l,j]', 'W^+ -- (l) -- nu -- [j,j]']","['W^+ -- (v) -- H^+ -- (b) -- t -- [b,b]']",vbbbjjl, 2j_l + 1l, 3b + 1v, 2j_l + 3b + 1l + 1v
L Q D,U_3 D_3 D_3,W^+,W^+,vvjjX,vttb,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [X,j]']","['W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]']",vvvttbjjX, 2j_l + 2v + MET, 2t + 1b + 1v, 2j_l + 2t + 1b + 3v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,vvjjX,vtbb,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [X,j]']","['W^+ -- (v) -- H^0 -- (t) -- t -- [b,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]']",vvvtbbjjX, 2j_l + 2v + MET, 1t + 2b + 1v, 2j_l + 1t + 2b + 3v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,vvjjX,vbbb,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [X,j]']","['W^+ -- (v) -- H^+ -- (b) -- t -- [b,b]']",vvvbbbjjX, 2j_l + 2v + MET, 3b + 1v, 2j_l + 3b + 3v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,jjjjX,vttb,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [X,j]']","['W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]']",vttbjjjjX, 4j_l + MET, 2t + 1b + 1v, 4j_l + 2t + 1b + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,jjjjX,vtbb,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [X,j]']","['W^+ -- (v) -- H^0 -- (t) -- t -- [b,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]']",vtbbjjjjX, 4j_l + MET, 1t + 2b + 1v, 4j_l + 1t + 2b + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,jjjjX,vbbb,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [X,j]']","['W^+ -- (v) -- H^+ -- (b) -- t -- [b,b]']",vbbbjjjjX, 4j_l + MET, 3b + 1v, 4j_l + 3b + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^+,tbjjl,vttb,"['W^+ -- (t) -- b_L -- (b) -- B -- (j) -- d -- [l,j]']","['W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^+ -- (v) -- H^+ -- (t) -- b -- [t,b]']",vtttbbjjl, 2j_l + 1t + 1b + 1l, 2t + 1b + 1v, 2j_l + 3t + 2b + 1l + 1v
L Q D,U_3 D_3 D_3,W^+,W^+,tbjjl,vtbb,"['W^+ -- (t) -- b_L -- (b) -- B -- (j) -- d -- [l,j]']","['W^+ -- (v) -- H^0 -- (t) -- t -- [b,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]', 'W^+ -- (v) -- H^0 -- (b) -- b -- [t,b]']",vttbbbjjl, 2j_l + 1t + 1b + 1l, 1t + 2b + 1v, 2j_l + 2t + 3b + 1l + 1v
L Q D,U_3 D_3 D_3,W^+,W^+,tbjjl,vbbb,"['W^+ -- (t) -- b_L -- (b) -- B -- (j) -- d -- [l,j]']","['W^+ -- (v) -- H^+ -- (b) -- t -- [b,b]']",vtbbbbjjl, 2j_l + 1t + 1b + 1l, 3b + 1v, 2j_l + 1t + 4b + 1l + 1v
L Q D,U_3 D_3 D_3,W^+,W^0,jjTX,vttb,"['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [X,j]']","['W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]']",vttbjjTX, 2j_l + 1tau + MET, 2t + 1b + 1v, 2j_l + 2t + 1b + 1tau + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,jjTX,vtbb,"['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [X,j]']","['W^0 -- (v) -- H^0 -- (t) -- t -- [b,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [t,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [t,b]']",vtbbjjTX, 2j_l + 1tau + MET, 1t + 2b + 1v, 2j_l + 1t + 2b + 1tau + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,jjTX,vbbb,"['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [X,j]']","['W^0 -- (v) -- H^+ -- (b) -- t -- [b,b]']",vbbbjjTX, 2j_l + 1tau + MET, 3b + 1v, 2j_l + 3b + 1tau + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,vvjjl,vttb,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [l,j]']","['W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]']",vvvttbjjl, 2j_l + 1l + 2v, 2t + 1b + 1v, 2j_l + 2t + 1b + 1l + 3v
L Q D,U_3 D_3 D_3,W^+,W^0,vvjjl,vtbb,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [l,j]']","['W^0 -- (v) -- H^0 -- (t) -- t -- [b,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [t,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [t,b]']",vvvtbbjjl, 2j_l + 1l + 2v, 1t + 2b + 1v, 2j_l + 1t + 2b + 1l + 3v
L Q D,U_3 D_3 D_3,W^+,W^0,vvjjl,vbbb,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [l,j]']","['W^0 -- (v) -- H^+ -- (b) -- t -- [b,b]']",vvvbbbjjl, 2j_l + 1l + 2v, 3b + 1v, 2j_l + 3b + 1l + 3v
L Q D,U_3 D_3 D_3,W^+,W^0,jjlX,vttb,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [X,j]']","['W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]']",vttbjjlX, 2j_l + 1l + MET, 2t + 1b + 1v, 2j_l + 2t + 1b + 1l + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,jjlX,vtbb,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [X,j]']","['W^0 -- (v) -- H^0 -- (t) -- t -- [b,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [t,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [t,b]']",vtbbjjlX, 2j_l + 1l + MET, 1t + 2b + 1v, 2j_l + 1t + 2b + 1l + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,jjlX,vbbb,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [X,j]']","['W^0 -- (v) -- H^+ -- (b) -- t -- [b,b]']",vbbbjjlX, 2j_l + 1l + MET, 3b + 1v, 2j_l + 3b + 1l + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,tbjjX,vttb,"['W^+ -- (t) -- b_L -- (b) -- B -- (j) -- d -- [X,j]']","['W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]']",vtttbbjjX, 2j_l + 1t + 1b + MET, 2t + 1b + 1v, 2j_l + 3t + 2b + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,tbjjX,vtbb,"['W^+ -- (t) -- b_L -- (b) -- B -- (j) -- d -- [X,j]']","['W^0 -- (v) -- H^0 -- (t) -- t -- [b,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [t,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [t,b]']",vttbbbjjX, 2j_l + 1t + 1b + MET, 1t + 2b + 1v, 2j_l + 2t + 3b + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,tbjjX,vbbb,"['W^+ -- (t) -- b_L -- (b) -- B -- (j) -- d -- [X,j]']","['W^0 -- (v) -- H^+ -- (b) -- t -- [b,b]']",vtbbbbjjX, 2j_l + 1t + 1b + MET, 3b + 1v, 2j_l + 1t + 4b + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,jjX,vttb,"['W^+ -- (X) -- l -- [j,j]', 'W^+ -- (j) -- q -- [X,j]']","['W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]']",vttbjjX, 2j_l + MET, 2t + 1b + 1v, 2j_l + 2t + 1b + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,jjX,vtbb,"['W^+ -- (X) -- l -- [j,j]', 'W^+ -- (j) -- q -- [X,j]']","['W^0 -- (v) -- H^0 -- (t) -- t -- [b,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [t,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [t,b]']",vtbbjjX, 2j_l + MET, 1t + 2b + 1v, 2j_l + 1t + 2b + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,jjX,vbbb,"['W^+ -- (X) -- l -- [j,j]', 'W^+ -- (j) -- q -- [X,j]']","['W^0 -- (v) -- H^+ -- (b) -- t -- [b,b]']",vbbbjjX, 2j_l + MET, 3b + 1v, 2j_l + 3b + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,jjTlX,vttb,"['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [l,j]']","['W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]']",vttbjjTlX, 2j_l + 1l + 1tau + MET, 2t + 1b + 1v, 2j_l + 2t + 1b + 1l + 1tau + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,jjTlX,vtbb,"['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [l,j]']","['W^0 -- (v) -- H^0 -- (t) -- t -- [b,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [t,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [t,b]']",vtbbjjTlX, 2j_l + 1l + 1tau + MET, 1t + 2b + 1v, 2j_l + 1t + 2b + 1l + 1tau + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,jjTlX,vbbb,"['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [l,j]']","['W^0 -- (v) -- H^+ -- (b) -- t -- [b,b]']",vbbbjjTlX, 2j_l + 1l + 1tau + MET, 3b + 1v, 2j_l + 3b + 1l + 1tau + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,jjjjl,vttb,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [l,j]']","['W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]']",vttbjjjjl, 4j_l + 1l, 2t + 1b + 1v, 4j_l + 2t + 1b + 1l + 1v
L Q D,U_3 D_3 D_3,W^+,W^0,jjjjl,vtbb,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [l,j]']","['W^0 -- (v) -- H^0 -- (t) -- t -- [b,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [t,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [t,b]']",vtbbjjjjl, 4j_l + 1l, 1t + 2b + 1v, 4j_l + 1t + 2b + 1l + 1v
L Q D,U_3 D_3 D_3,W^+,W^0,jjjjl,vbbb,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [l,j]']","['W^0 -- (v) -- H^+ -- (b) -- t -- [b,b]']",vbbbjjjjl, 4j_l + 1l, 3b + 1v, 4j_l + 3b + 1l + 1v
L Q D,U_3 D_3 D_3,W^+,W^0,jjllX,vttb,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [l,j]']","['W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]']",vttbjjllX, 2j_l + 2l + MET, 2t + 1b + 1v, 2j_l + 2t + 1b + 2l + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,jjllX,vtbb,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [l,j]']","['W^0 -- (v) -- H^0 -- (t) -- t -- [b,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [t,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [t,b]']",vtbbjjllX, 2j_l + 2l + MET, 1t + 2b + 1v, 2j_l + 1t + 2b + 2l + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,jjllX,vbbb,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [l,j]']","['W^0 -- (v) -- H^+ -- (b) -- t -- [b,b]']",vbbbjjllX, 2j_l + 2l + MET, 3b + 1v, 2j_l + 3b + 2l + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,jjl,vttb,"['W^+ -- (j) -- q -- [l,j]', 'W^+ -- (l) -- nu -- [j,j]']","['W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]']",vttbjjl, 2j_l + 1l, 2t + 1b + 1v, 2j_l + 2t + 1b + 1l + 1v
L Q D,U_3 D_3 D_3,W^+,W^0,jjl,vtbb,"['W^+ -- (j) -- q -- [l,j]', 'W^+ -- (l) -- nu -- [j,j]']","['W^0 -- (v) -- H^0 -- (t) -- t -- [b,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [t,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [t,b]']",vtbbjjl, 2j_l + 1l, 1t + 2b + 1v, 2j_l + 1t + 2b + 1l + 1v
L Q D,U_3 D_3 D_3,W^+,W^0,jjl,vbbb,"['W^+ -- (j) -- q -- [l,j]', 'W^+ -- (l) -- nu -- [j,j]']","['W^0 -- (v) -- H^+ -- (b) -- t -- [b,b]']",vbbbjjl, 2j_l + 1l, 3b + 1v, 2j_l + 3b + 1l + 1v
L Q D,U_3 D_3 D_3,W^+,W^0,vvjjX,vttb,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [X,j]']","['W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]']",vvvttbjjX, 2j_l + 2v + MET, 2t + 1b + 1v, 2j_l + 2t + 1b + 3v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,vvjjX,vtbb,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [X,j]']","['W^0 -- (v) -- H^0 -- (t) -- t -- [b,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [t,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [t,b]']",vvvtbbjjX, 2j_l + 2v + MET, 1t + 2b + 1v, 2j_l + 1t + 2b + 3v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,vvjjX,vbbb,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [X,j]']","['W^0 -- (v) -- H^+ -- (b) -- t -- [b,b]']",vvvbbbjjX, 2j_l + 2v + MET, 3b + 1v, 2j_l + 3b + 3v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,jjjjX,vttb,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [X,j]']","['W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]']",vttbjjjjX, 4j_l + MET, 2t + 1b + 1v, 4j_l + 2t + 1b + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,jjjjX,vtbb,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [X,j]']","['W^0 -- (v) -- H^0 -- (t) -- t -- [b,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [t,b]', 'W^0 -- (v) -- H^0 -- (b) -- b -- [t,b]']",vtbbjjjjX, 4j_l + MET, 1t + 2b + 1v, 4j_l + 1t + 2b + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,jjjjX,vbbb,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [X,j]']","['W^0 -- (v) -- H^+ -- (b) -- t -- [b,b]']",vbbbjjjjX, 4j_l + MET, 3b + 1v, 4j_l + 3b + 1v + MET
L Q D,U_3 D_3 D_3,W^+,W^0,tbjjl,vttb,"['W^+ -- (t) -- b_L -- (b) -- B -- (j) -- d -- [l,j]']","['W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]', 'W^0 -- (v) -- H^+ -- (t) -- b -- [t,b]']",vtttbbjjl, 2j_l + 1t + 1b + 1l, 2t + 1b + 1v, 2j_l + 3t + 2b + 1l + 1v
