CAT A,CAT B,LSP A,LSP B,Signature A,Signature B,Chain A,Chain B,Signatures,Signature A (ER),Signature B (ER),Signatures (ER)
L_3 L E,U_3 D_3 D_3,B,B,llX,tbb,"['B -- (l) -- l -- [X,l]', 'B -- (X) -- nu_tau -- [l,l]', 'B -- (l) -- e -- [l,X]']","['B -- (t) -- t -- [b,b]', 'B -- (b) -- b -- [t,b]', 'B -- (b) -- b -- [t,b]']",tbbllX, 2l + MET, 1t + 2b, 1t + 2b + 2l + MET
L_3 L E,U_3 D_3 D_3,B,B,TlX,tbb,"['B -- (T) -- tau_L -- [X,l]', 'B -- (X) -- nu -- [T,l]', 'B -- (l) -- e -- [T,X]']","['B -- (t) -- t -- [b,b]', 'B -- (b) -- b -- [t,b]', 'B -- (b) -- b -- [t,b]']",tbbTlX, 1l + 1tau + MET, 1t + 2b, 1t + 2b + 1l + 1tau + MET
L L E_3,U D D,B,B,TlX,jjj,"['B -- (l) -- l -- [X,T]', 'B -- (X) -- nu -- [l,T]', 'B -- (T) -- tau -- [l,X]']","['B -- (j) -- u -- [j,j]', 'B -- (j) -- d -- [j,j]', 'B -- (j) -- d -- [j,j]']",jjjTlX, 1l + 1tau + MET, 3j_l, 3j_l + 1l + 1tau + MET
L L E_3,U D_3 D,B,B,TlX,bjj,"['B -- (l) -- l -- [X,T]', 'B -- (X) -- nu -- [l,T]', 'B -- (T) -- tau -- [l,X]']","['B -- (j) -- u -- [j,b]', 'B -- (j) -- d -- [j,b]', 'B -- (b) -- b -- [j,j]']",bjjTlX, 1l + 1tau + MET, 2j_l + 1b, 2j_l + 1b + 1l + 1tau + MET
L L E_3,U D_3 D_3,B,B,TlX,bbj,"['B -- (l) -- l -- [X,T]', 'B -- (X) -- nu -- [l,T]', 'B -- (T) -- tau -- [l,X]']","['B -- (j) -- u -- [b,b]', 'B -- (b) -- b -- [j,b]', 'B -- (b) -- b -- [j,b]']",bbjTlX, 1l + 1tau + MET, 1j_l + 2b, 1j_l + 2b + 1l + 1tau + MET
L L E_3,U_3 D D,B,B,TlX,tjj,"['B -- (l) -- l -- [X,T]', 'B -- (X) -- nu -- [l,T]', 'B -- (T) -- tau -- [l,X]']","['B -- (t) -- t -- [j,j]', 'B -- (j) -- d -- [t,j]', 'B -- (j) -- d -- [t,j]']",tjjTlX, 1l + 1tau + MET, 2j_l + 1t, 2j_l + 1t + 1l + 1tau + MET
L L E_3,U_3 D_3 D,B,B,TlX,tbj,"['B -- (l) -- l -- [X,T]', 'B -- (X) -- nu -- [l,T]', 'B -- (T) -- tau -- [l,X]']","['B -- (t) -- t -- [j,b]', 'B -- (j) -- d -- [t,b]', 'B -- (b) -- b -- [t,j]']",tbjTlX, 1l + 1tau + MET, 1j_l + 1t + 1b, 1j_l + 1t + 1b + 1l + 1tau + MET
L L E_3,U_3 D_3 D_3,B,B,TlX,tbb,"['B -- (l) -- l -- [X,T]', 'B -- (X) -- nu -- [l,T]', 'B -- (T) -- tau -- [l,X]']","['B -- (t) -- t -- [b,b]', 'B -- (b) -- b -- [t,b]', 'B -- (b) -- b -- [t,b]']",tbbTlX, 1l + 1tau + MET, 1t + 2b, 1t + 2b + 1l + 1tau + MET
L_3 L E_3,U D D,B,B,TTX,jjj,"['B -- (T) -- tau_L -- [X,T]', 'B -- (X) -- nu -- [T,T]', 'B -- (T) -- tau -- [T,X]']","['B -- (j) -- u -- [j,j]', 'B -- (j) -- d -- [j,j]', 'B -- (j) -- d -- [j,j]']",jjjTTX, 2tau + MET, 3j_l, 3j_l + 2tau + MET
L_3 L E_3,U D D,B,B,TlX,jjj,"['B -- (l) -- l -- [X,T]', 'B -- (X) -- nu_tau -- [l,T]', 'B -- (T) -- tau -- [l,X]']","['B -- (j) -- u -- [j,j]', 'B -- (j) -- d -- [j,j]', 'B -- (j) -- d -- [j,j]']",jjjTlX, 1l + 1tau + MET, 3j_l, 3j_l + 1l + 1tau + MET
L_3 L E_3,U D_3 D,B,B,TTX,bjj,"['B -- (T) -- tau_L -- [X,T]', 'B -- (X) -- nu -- [T,T]', 'B -- (T) -- tau -- [T,X]']","['B -- (j) -- u -- [j,b]', 'B -- (j) -- d -- [j,b]', 'B -- (b) -- b -- [j,j]']",bjjTTX, 2tau + MET, 2j_l + 1b, 2j_l + 1b + 2tau + MET
L_3 L E_3,U D_3 D,B,B,TlX,bjj,"['B -- (l) -- l -- [X,T]', 'B -- (X) -- nu_tau -- [l,T]', 'B -- (T) -- tau -- [l,X]']","['B -- (j) -- u -- [j,b]', 'B -- (j) -- d -- [j,b]', 'B -- (b) -- b -- [j,j]']",bjjTlX, 1l + 1tau + MET, 2j_l + 1b, 2j_l + 1b + 1l + 1tau + MET
L_3 L E_3,U D_3 D_3,B,B,TTX,bbj,"['B -- (T) -- tau_L -- [X,T]', 'B -- (X) -- nu -- [T,T]', 'B -- (T) -- tau -- [T,X]']","['B -- (j) -- u -- [b,b]', 'B -- (b) -- b -- [j,b]', 'B -- (b) -- b -- [j,b]']",bbjTTX, 2tau + MET, 1j_l + 2b, 1j_l + 2b + 2tau + MET
L_3 L E_3,U D_3 D_3,B,B,TlX,bbj,"['B -- (l) -- l -- [X,T]', 'B -- (X) -- nu_tau -- [l,T]', 'B -- (T) -- tau -- [l,X]']","['B -- (j) -- u -- [b,b]', 'B -- (b) -- b -- [j,b]', 'B -- (b) -- b -- [j,b]']",bbjTlX, 1l + 1tau + MET, 1j_l + 2b, 1j_l + 2b + 1l + 1tau + MET
L_3 L E_3,U_3 D D,B,B,TTX,tjj,"['B -- (T) -- tau_L -- [X,T]', 'B -- (X) -- nu -- [T,T]', 'B -- (T) -- tau -- [T,X]']","['B -- (t) -- t -- [j,j]', 'B -- (j) -- d -- [t,j]', 'B -- (j) -- d -- [t,j]']",tjjTTX, 2tau + MET, 2j_l + 1t, 2j_l + 1t + 2tau + MET
L_3 L E_3,U_3 D D,B,B,TlX,tjj,"['B -- (l) -- l -- [X,T]', 'B -- (X) -- nu_tau -- [l,T]', 'B -- (T) -- tau -- [l,X]']","['B -- (t) -- t -- [j,j]', 'B -- (j) -- d -- [t,j]', 'B -- (j) -- d -- [t,j]']",tjjTlX, 1l + 1tau + MET, 2j_l + 1t, 2j_l + 1t + 1l + 1tau + MET
L_3 L E_3,U_3 D_3 D,B,B,TTX,tbj,"['B -- (T) -- tau_L -- [X,T]', 'B -- (X) -- nu -- [T,T]', 'B -- (T) -- tau -- [T,X]']","['B -- (t) -- t -- [j,b]', 'B -- (j) -- d -- [t,b]', 'B -- (b) -- b -- [t,j]']",tbjTTX, 2tau + MET, 1j_l + 1t + 1b, 1j_l + 1t + 1b + 2tau + MET
L_3 L E_3,U_3 D_3 D,B,B,TlX,tbj,"['B -- (l) -- l -- [X,T]', 'B -- (X) -- nu_tau -- [l,T]', 'B -- (T) -- tau -- [l,X]']","['B -- (t) -- t -- [j,b]', 'B -- (j) -- d -- [t,b]', 'B -- (b) -- b -- [t,j]']",tbjTlX, 1l + 1tau + MET, 1j_l + 1t + 1b, 1j_l + 1t + 1b + 1l + 1tau + MET
L_3 L E_3,U_3 D_3 D_3,B,B,TTX,tbb,"['B -- (T) -- tau_L -- [X,T]', 'B -- (X) -- nu -- [T,T]', 'B -- (T) -- tau -- [T,X]']","['B -- (t) -- t -- [b,b]', 'B -- (b) -- b -- [t,b]', 'B -- (b) -- b -- [t,b]']",tbbTTX, 2tau + MET, 1t + 2b, 1t + 2b + 2tau + MET
L_3 L E_3,U_3 D_3 D_3,B,B,TlX,tbb,"['B -- (l) -- l -- [X,T]', 'B -- (X) -- nu_tau -- [l,T]', 'B -- (T) -- tau -- [l,X]']","['B -- (t) -- t -- [b,b]', 'B -- (b) -- b -- [t,b]', 'B -- (b) -- b -- [t,b]']",tbbTlX, 1l + 1tau + MET, 1t + 2b, 1t + 2b + 1l + 1tau + MET
L L E,U D D,W^+,W^+,lll,tbjjj,"['W^+ -- (l) -- nu -- [l,l]']","['W^+ -- (t) -- b_L -- (b) -- B -- (j) -- u -- [j,j]', 'W^+ -- (t) -- b_L -- (b) -- B -- (j) -- d -- [j,j]', 'W^+ -- (t) -- b_L -- (b) -- B -- (j) -- d -- [j,j]']",tbjjjlll, 3l, 3j_l + 1t + 1b, 3j_l + 1t + 1b + 3l
