CAT A,CAT B,LSP A,LSP B,Signature A,Signature B,Chain A,Chain B,Signatures,Signature A (ER),Signature B (ER),Signatures (ER)
U D_3 D,L Q D,W^+,W^+,tbbjj,tbjjl,"['W^+ -- (t) -- b_L -- (b) -- B -- (j) -- u -- [j,b]', 'W^+ -- (t) -- b_L -- (b) -- B -- (j) -- d -- [j,b]']","['W^+ -- (t) -- b_L -- (b) -- B -- (j) -- d -- [l,j]']",ttbbbjjjjl, 2j_l + 1t + 2b, 2j_l + 1t + 1b + 1l, 4j_l + 2t + 3b + 1l
U D_3 D,L Q D,W^+,W^+,vvbjj,jjTX,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [j,b]', 'W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [j,b]']","['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [X,j]']",vvbjjjjTX, 2j_l + 1b + 2v, 2j_l + 1tau + MET, 4j_l + 1b + 1tau + 2v + MET
U D_3 D,L Q D,W^+,W^+,vvbjj,vvjjl,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [j,b]', 'W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [j,b]']","['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [l,j]']",vvvvbjjjjl, 2j_l + 1b + 2v, 2j_l + 1l + 2v, 4j_l + 1b + 1l + 4v
U D_3 D,L Q D,W^+,W^+,vvbjj,jjlX,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [j,b]', 'W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [j,b]']","['W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [X,j]']",vvbjjjjlX, 2j_l + 1b + 2v, 2j_l + 1l + MET, 4j_l + 1b + 1l + 2v + MET
U D_3 D,L Q D,W^+,W^+,vvbjj,tbjjX,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [j,b]', 'W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [j,b]']","['W^+ -- (t) -- b_L -- (b) -- B -- (j) -- d -- [X,j]']",vvtbbjjjjX, 2j_l + 1b + 2v, 2j_l + 1t + 1b + MET, 4j_l + 1t + 2b + 2v + MET
U D_3 D,L Q D,W^+,W^+,vvbjj,jjX,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [j,b]', 'W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [j,b]']","['W^+ -- (X) -- l -- [j,j]', 'W^+ -- (j) -- q -- [X,j]']",vvbjjjjX, 2j_l + 1b + 2v, 2j_l + MET, 4j_l + 1b + 2v + MET
U D_3 D,L Q D,W^+,W^+,vvbjj,jjTlX,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [j,b]', 'W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [j,b]']","['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [l,j]']",vvbjjjjTlX, 2j_l + 1b + 2v, 2j_l + 1l + 1tau + MET, 4j_l + 1b + 1l + 1tau + 2v + MET
U D_3 D,L Q D,W^+,W^+,vvbjj,jjjjl,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [j,b]', 'W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [j,b]']","['W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [l,j]']",vvbjjjjjjl, 2j_l + 1b + 2v, 4j_l + 1l, 6j_l + 1b + 1l + 2v
U D_3 D,L Q D,W^+,W^+,vvbjj,jjllX,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [j,b]', 'W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [j,b]']","['W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [l,j]']",vvbjjjjllX, 2j_l + 1b + 2v, 2j_l + 2l + MET, 4j_l + 1b + 2l + 2v + MET
U D_3 D,L Q D,W^+,W^+,vvbjj,jjl,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [j,b]', 'W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [j,b]']","['W^+ -- (j) -- q -- [l,j]', 'W^+ -- (l) -- nu -- [j,j]']",vvbjjjjl, 2j_l + 1b + 2v, 2j_l + 1l, 4j_l + 1b + 1l + 2v
U D_3 D,L Q D,W^+,W^+,vvbjj,vvjjX,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [j,b]', 'W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [j,b]']","['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [X,j]']",vvvvbjjjjX, 2j_l + 1b + 2v, 2j_l + 2v + MET, 4j_l + 1b + 4v + MET
U D_3 D,L Q D,W^+,W^+,vvbjj,jjjjX,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [j,b]', 'W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [j,b]']","['W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [X,j]']",vvbjjjjjjX, 2j_l + 1b + 2v, 4j_l + MET, 6j_l + 1b + 2v + MET
U D_3 D,L Q D,W^+,W^+,vvbjj,tbjjl,"['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- u -- [j,b]', 'W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [j,b]']","['W^+ -- (t) -- b_L -- (b) -- B -- (j) -- d -- [l,j]']",vvtbbjjjjl, 2j_l + 1b + 2v, 2j_l + 1t + 1b + 1l, 4j_l + 1t + 2b + 1l + 2v
U D_3 D,L Q D,W^+,W^+,vtjj,jjTX,"['W^+ -- (v) -- H^+ -- (t) -- b -- [j,j]']","['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [X,j]']",vtjjjjTX, 2j_l + 1t + 1v, 2j_l + 1tau + MET, 4j_l + 1t + 1tau + 1v + MET
U D_3 D,L Q D,W^+,W^+,vtjj,vvjjl,"['W^+ -- (v) -- H^+ -- (t) -- b -- [j,j]']","['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [l,j]']",vvvtjjjjl, 2j_l + 1t + 1v, 2j_l + 1l + 2v, 4j_l + 1t + 1l + 3v
U D_3 D,L Q D,W^+,W^+,vtjj,jjlX,"['W^+ -- (v) -- H^+ -- (t) -- b -- [j,j]']","['W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [X,j]']",vtjjjjlX, 2j_l + 1t + 1v, 2j_l + 1l + MET, 4j_l + 1t + 1l + 1v + MET
U D_3 D,L Q D,W^+,W^+,vtjj,tbjjX,"['W^+ -- (v) -- H^+ -- (t) -- b -- [j,j]']","['W^+ -- (t) -- b_L -- (b) -- B -- (j) -- d -- [X,j]']",vttbjjjjX, 2j_l + 1t + 1v, 2j_l + 1t + 1b + MET, 4j_l + 2t + 1b + 1v + MET
U D_3 D,L Q D,W^+,W^+,vtjj,jjX,"['W^+ -- (v) -- H^+ -- (t) -- b -- [j,j]']","['W^+ -- (X) -- l -- [j,j]', 'W^+ -- (j) -- q -- [X,j]']",vtjjjjX, 2j_l + 1t + 1v, 2j_l + MET, 4j_l + 1t + 1v + MET
U D_3 D,L Q D,W^+,W^+,vtjj,jjTlX,"['W^+ -- (v) -- H^+ -- (t) -- b -- [j,j]']","['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [l,j]']",vtjjjjTlX, 2j_l + 1t + 1v, 2j_l + 1l + 1tau + MET, 4j_l + 1t + 1l + 1tau + 1v + MET
U D_3 D,L Q D,W^+,W^+,vtjj,jjjjl,"['W^+ -- (v) -- H^+ -- (t) -- b -- [j,j]']","['W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [l,j]']",vtjjjjjjl, 2j_l + 1t + 1v, 4j_l + 1l, 6j_l + 1t + 1l + 1v
U D_3 D,L Q D,W^+,W^+,vtjj,jjllX,"['W^+ -- (v) -- H^+ -- (t) -- b -- [j,j]']","['W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [l,j]']",vtjjjjllX, 2j_l + 1t + 1v, 2j_l + 2l + MET, 4j_l + 1t + 2l + 1v + MET
U D_3 D,L Q D,W^+,W^+,vtjj,jjl,"['W^+ -- (v) -- H^+ -- (t) -- b -- [j,j]']","['W^+ -- (j) -- q -- [l,j]', 'W^+ -- (l) -- nu -- [j,j]']",vtjjjjl, 2j_l + 1t + 1v, 2j_l + 1l, 4j_l + 1t + 1l + 1v
U D_3 D,L Q D,W^+,W^+,vtjj,vvjjX,"['W^+ -- (v) -- H^+ -- (t) -- b -- [j,j]']","['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [X,j]']",vvvtjjjjX, 2j_l + 1t + 1v, 2j_l + 2v + MET, 4j_l + 1t + 3v + MET
U D_3 D,L Q D,W^+,W^+,vtjj,jjjjX,"['W^+ -- (v) -- H^+ -- (t) -- b -- [j,j]']","['W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [X,j]']",vtjjjjjjX, 2j_l + 1t + 1v, 4j_l + MET, 6j_l + 1t + 1v + MET
U D_3 D,L Q D,W^+,W^+,vtjj,tbjjl,"['W^+ -- (v) -- H^+ -- (t) -- b -- [j,j]']","['W^+ -- (t) -- b_L -- (b) -- B -- (j) -- d -- [l,j]']",vttbjjjjl, 2j_l + 1t + 1v, 2j_l + 1t + 1b + 1l, 4j_l + 2t + 1b + 1l + 1v
U D_3 D,L Q D,W^+,W^+,bjjlX,jjTX,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- u -- [j,b]', 'W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [j,b]']","['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [X,j]']",bjjjjTlX, 2j_l + 1b + 1l + MET, 2j_l + 1tau + MET, 4j_l + 1b + 1l + 1tau + MET
U D_3 D,L Q D,W^+,W^+,bjjlX,vvjjl,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- u -- [j,b]', 'W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [j,b]']","['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [l,j]']",vvbjjjjllX, 2j_l + 1b + 1l + MET, 2j_l + 1l + 2v, 4j_l + 1b + 2l + 2v + MET
U D_3 D,L Q D,W^+,W^+,bjjlX,jjlX,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- u -- [j,b]', 'W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [j,b]']","['W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [X,j]']",bjjjjllX, 2j_l + 1b + 1l + MET, 2j_l + 1l + MET, 4j_l + 1b + 2l + MET
U D_3 D,L Q D,W^+,W^+,bjjlX,tbjjX,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- u -- [j,b]', 'W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [j,b]']","['W^+ -- (t) -- b_L -- (b) -- B -- (j) -- d -- [X,j]']",tbbjjjjlX, 2j_l + 1b + 1l + MET, 2j_l + 1t + 1b + MET, 4j_l + 1t + 2b + 1l + MET
U D_3 D,L Q D,W^+,W^+,bjjlX,jjX,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- u -- [j,b]', 'W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [j,b]']","['W^+ -- (X) -- l -- [j,j]', 'W^+ -- (j) -- q -- [X,j]']",bjjjjlX, 2j_l + 1b + 1l + MET, 2j_l + MET, 4j_l + 1b + 1l + MET
U D_3 D,L Q D,W^+,W^+,bjjlX,jjTlX,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- u -- [j,b]', 'W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [j,b]']","['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [l,j]']",bjjjjTllX, 2j_l + 1b + 1l + MET, 2j_l + 1l + 1tau + MET, 4j_l + 1b + 2l + 1tau + MET
U D_3 D,L Q D,W^+,W^+,bjjlX,jjjjl,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- u -- [j,b]', 'W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [j,b]']","['W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [l,j]']",bjjjjjjllX, 2j_l + 1b + 1l + MET, 4j_l + 1l, 6j_l + 1b + 2l + MET
U D_3 D,L Q D,W^+,W^+,bjjlX,jjllX,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- u -- [j,b]', 'W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [j,b]']","['W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [l,j]']",bjjjjlllX, 2j_l + 1b + 1l + MET, 2j_l + 2l + MET, 4j_l + 1b + 3l + MET
U D_3 D,L Q D,W^+,W^+,bjjlX,jjl,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- u -- [j,b]', 'W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [j,b]']","['W^+ -- (j) -- q -- [l,j]', 'W^+ -- (l) -- nu -- [j,j]']",bjjjjllX, 2j_l + 1b + 1l + MET, 2j_l + 1l, 4j_l + 1b + 2l + MET
U D_3 D,L Q D,W^+,W^+,bjjlX,vvjjX,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- u -- [j,b]', 'W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [j,b]']","['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [X,j]']",vvbjjjjlX, 2j_l + 1b + 1l + MET, 2j_l + 2v + MET, 4j_l + 1b + 1l + 2v + MET
U D_3 D,L Q D,W^+,W^+,bjjlX,jjjjX,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- u -- [j,b]', 'W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [j,b]']","['W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [X,j]']",bjjjjjjlX, 2j_l + 1b + 1l + MET, 4j_l + MET, 6j_l + 1b + 1l + MET
U D_3 D,L Q D,W^+,W^+,bjjlX,tbjjl,"['W^+ -- (X) -- l -- (l) -- B -- (j) -- u -- [j,b]', 'W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [j,b]']","['W^+ -- (t) -- b_L -- (b) -- B -- (j) -- d -- [l,j]']",tbbjjjjllX, 2j_l + 1b + 1l + MET, 2j_l + 1t + 1b + 1l, 4j_l + 1t + 2b + 2l + MET
U D_3 D,L Q D,W^+,W^+,vbjj,jjTX,"['W^+ -- (v) -- H^0 -- (b) -- b -- [j,j]']","['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [X,j]']",vbjjjjTX, 2j_l + 1b + 1v, 2j_l + 1tau + MET, 4j_l + 1b + 1tau + 1v + MET
U D_3 D,L Q D,W^+,W^+,vbjj,vvjjl,"['W^+ -- (v) -- H^0 -- (b) -- b -- [j,j]']","['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [l,j]']",vvvbjjjjl, 2j_l + 1b + 1v, 2j_l + 1l + 2v, 4j_l + 1b + 1l + 3v
U D_3 D,L Q D,W^+,W^+,vbjj,jjlX,"['W^+ -- (v) -- H^0 -- (b) -- b -- [j,j]']","['W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [X,j]']",vbjjjjlX, 2j_l + 1b + 1v, 2j_l + 1l + MET, 4j_l + 1b + 1l + 1v + MET
U D_3 D,L Q D,W^+,W^+,vbjj,tbjjX,"['W^+ -- (v) -- H^0 -- (b) -- b -- [j,j]']","['W^+ -- (t) -- b_L -- (b) -- B -- (j) -- d -- [X,j]']",vtbbjjjjX, 2j_l + 1b + 1v, 2j_l + 1t + 1b + MET, 4j_l + 1t + 2b + 1v + MET
U D_3 D,L Q D,W^+,W^+,vbjj,jjX,"['W^+ -- (v) -- H^0 -- (b) -- b -- [j,j]']","['W^+ -- (X) -- l -- [j,j]', 'W^+ -- (j) -- q -- [X,j]']",vbjjjjX, 2j_l + 1b + 1v, 2j_l + MET, 4j_l + 1b + 1v + MET
U D_3 D,L Q D,W^+,W^+,vbjj,jjTlX,"['W^+ -- (v) -- H^0 -- (b) -- b -- [j,j]']","['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [l,j]']",vbjjjjTlX, 2j_l + 1b + 1v, 2j_l + 1l + 1tau + MET, 4j_l + 1b + 1l + 1tau + 1v + MET
U D_3 D,L Q D,W^+,W^+,vbjj,jjjjl,"['W^+ -- (v) -- H^0 -- (b) -- b -- [j,j]']","['W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [l,j]']",vbjjjjjjl, 2j_l + 1b + 1v, 4j_l + 1l, 6j_l + 1b + 1l + 1v
U D_3 D,L Q D,W^+,W^+,vbjj,jjllX,"['W^+ -- (v) -- H^0 -- (b) -- b -- [j,j]']","['W^+ -- (X) -- l -- (l) -- B -- (j) -- d -- [l,j]']",vbjjjjllX, 2j_l + 1b + 1v, 2j_l + 2l + MET, 4j_l + 1b + 2l + 1v + MET
U D_3 D,L Q D,W^+,W^+,vbjj,jjl,"['W^+ -- (v) -- H^0 -- (b) -- b -- [j,j]']","['W^+ -- (j) -- q -- [l,j]', 'W^+ -- (l) -- nu -- [j,j]']",vbjjjjl, 2j_l + 1b + 1v, 2j_l + 1l, 4j_l + 1b + 1l + 1v
U D_3 D,L Q D,W^+,W^+,vbjj,vvjjX,"['W^+ -- (v) -- H^0 -- (b) -- b -- [j,j]']","['W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [X,j]']",vvvbjjjjX, 2j_l + 1b + 1v, 2j_l + 2v + MET, 4j_l + 1b + 3v + MET
U D_3 D,L Q D,W^+,W^+,vbjj,jjjjX,"['W^+ -- (v) -- H^0 -- (b) -- b -- [j,j]']","['W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [X,j]']",vbjjjjjjX, 2j_l + 1b + 1v, 4j_l + MET, 6j_l + 1b + 1v + MET
U D_3 D,L Q D,W^+,W^+,vbjj,tbjjl,"['W^+ -- (v) -- H^0 -- (b) -- b -- [j,j]']","['W^+ -- (t) -- b_L -- (b) -- B -- (j) -- d -- [l,j]']",vtbbjjjjl, 2j_l + 1b + 1v, 2j_l + 1t + 1b + 1l, 4j_l + 1t + 2b + 1l + 1v
U D_3 D,L Q D,W^+,W^0,bjjjj,vvjjl,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- u -- [j,b]', 'W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [j,b]']","['W^0 -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [l,j]']",vvbjjjjjjl, 4j_l + 1b, 2j_l + 1l + 2v, 6j_l + 1b + 1l + 2v
U D_3 D,L Q D,W^+,W^0,bjjjj,jjlX,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- u -- [j,b]', 'W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [j,b]']","['W^0 -- (X) -- nu -- (X) -- B -- (j) -- d -- [l,j]']",bjjjjjjlX, 4j_l + 1b, 2j_l + 1l + MET, 6j_l + 1b + 1l + MET
U D_3 D,L Q D,W^+,W^0,bjjjj,jjlll,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- u -- [j,b]', 'W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [j,b]']","['W^0 -- (l) -- l -- (l) -- B -- (j) -- d -- [l,j]']",bjjjjjjlll, 4j_l + 1b, 2j_l + 3l, 6j_l + 1b + 3l
U D_3 D,L Q D,W^+,W^0,bjjjj,jjTTl,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- u -- [j,b]', 'W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [j,b]']","['W^0 -- (T) -- tau_L -- (T) -- B -- (j) -- d -- [l,j]']",bjjjjjjTTl, 4j_l + 1b, 2j_l + 1l + 2tau, 6j_l + 1b + 1l + 2tau
U D_3 D,L Q D,W^+,W^0,bjjjj,jjX,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- u -- [j,b]', 'W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [j,b]']","['W^0 -- (X) -- nu -- [j,j]', 'W^0 -- (j) -- q -- [X,j]', 'W^0 -- (X) -- nu -- (X) -- B -- (j) -- d -- [X,j]']",bjjjjjjX, 4j_l + 1b, 2j_l + MET, 6j_l + 1b + MET
U D_3 D,L Q D,W^+,W^0,bjjjj,bbjjX,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- u -- [j,b]', 'W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [j,b]']","['W^0 -- (b) -- b_L -- (b) -- B -- (j) -- d -- [X,j]']",bbbjjjjjjX, 4j_l + 1b, 2j_l + 2b + MET, 6j_l + 3b + MET
U D_3 D,L Q D,W^+,W^0,bjjjj,jjjjl,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- u -- [j,b]', 'W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [j,b]']","['W^0 -- (j) -- q -- (j) -- B -- (j) -- d -- [l,j]']",bjjjjjjjjl, 4j_l + 1b, 4j_l + 1l, 8j_l + 1b + 1l
U D_3 D,L Q D,W^+,W^0,bjjjj,jjllX,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- u -- [j,b]', 'W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [j,b]']","['W^0 -- (l) -- l -- (l) -- B -- (j) -- d -- [X,j]']",bjjjjjjllX, 4j_l + 1b, 2j_l + 2l + MET, 6j_l + 1b + 2l + MET
U D_3 D,L Q D,W^+,W^0,bjjjj,jjl,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- u -- [j,b]', 'W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [j,b]']","['W^0 -- (l) -- l -- [j,j]', 'W^0 -- (j) -- q -- [l,j]']",bjjjjjjl, 4j_l + 1b, 2j_l + 1l, 6j_l + 1b + 1l
U D_3 D,L Q D,W^+,W^0,bjjjj,vvjjX,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- u -- [j,b]', 'W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [j,b]']","['W^0 -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [X,j]']",vvbjjjjjjX, 4j_l + 1b, 2j_l + 2v + MET, 6j_l + 1b + 2v + MET
U D_3 D,L Q D,W^+,W^0,bjjjj,bbjjl,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- u -- [j,b]', 'W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [j,b]']","['W^0 -- (b) -- b_L -- (b) -- B -- (j) -- d -- [l,j]']",bbbjjjjjjl, 4j_l + 1b, 2j_l + 2b + 1l, 6j_l + 3b + 1l
U D_3 D,L Q D,W^+,W^0,bjjjj,ttjjX,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- u -- [j,b]', 'W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [j,b]']","['W^0 -- (t) -- t_L -- (t) -- B -- (j) -- d -- [X,j]']",ttbjjjjjjX, 4j_l + 1b, 2j_l + 2t + MET, 6j_l + 2t + 1b + MET
U D_3 D,L Q D,W^+,W^0,bjjjj,jjTTX,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- u -- [j,b]', 'W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [j,b]']","['W^0 -- (T) -- tau_L -- (T) -- B -- (j) -- d -- [X,j]']",bjjjjjjTTX, 4j_l + 1b, 2j_l + 2tau + MET, 6j_l + 1b + 2tau + MET
U D_3 D,L Q D,W^+,W^0,bjjjj,jjjjX,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- u -- [j,b]', 'W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [j,b]']","['W^0 -- (j) -- q -- (j) -- B -- (j) -- d -- [X,j]']",bjjjjjjjjX, 4j_l + 1b, 4j_l + MET, 8j_l + 1b + MET
U D_3 D,L Q D,W^+,W^0,bjjjj,ttjjl,"['W^+ -- (j) -- q -- (j) -- B -- (j) -- u -- [j,b]', 'W^+ -- (j) -- q -- (j) -- B -- (j) -- d -- [j,b]']","['W^0 -- (t) -- t_L -- (t) -- B -- (j) -- d -- [l,j]']",ttbjjjjjjl, 4j_l + 1b, 2j_l + 2t + 1l, 6j_l + 2t + 1b + 1l
U D_3 D,L Q D,W^+,W^0,bjjTX,vvjjl,"['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- u -- [j,b]', 'W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [j,b]']","['W^0 -- (v) -- H^+ -- (v) -- B -- (j) -- d -- [l,j]']",vvbjjjjTlX, 2j_l + 1b + 1tau + MET, 2j_l + 1l + 2v, 4j_l + 1b + 1l + 1tau + 2v + MET
U D_3 D,L Q D,W^+,W^0,bjjTX,jjlX,"['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- u -- [j,b]', 'W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [j,b]']","['W^0 -- (X) -- nu -- (X) -- B -- (j) -- d -- [l,j]']",bjjjjTlX, 2j_l + 1b + 1tau + MET, 2j_l + 1l + MET, 4j_l + 1b + 1l + 1tau + MET
U D_3 D,L Q D,W^+,W^0,bjjTX,jjlll,"['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- u -- [j,b]', 'W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [j,b]']","['W^0 -- (l) -- l -- (l) -- B -- (j) -- d -- [l,j]']",bjjjjTlllX, 2j_l + 1b + 1tau + MET, 2j_l + 3l, 4j_l + 1b + 3l + 1tau + MET
U D_3 D,L Q D,W^+,W^0,bjjTX,jjTTl,"['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- u -- [j,b]', 'W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [j,b]']","['W^0 -- (T) -- tau_L -- (T) -- B -- (j) -- d -- [l,j]']",bjjjjTTTlX, 2j_l + 1b + 1tau + MET, 2j_l + 1l + 2tau, 4j_l + 1b + 1l + 3tau + MET
U D_3 D,L Q D,W^+,W^0,bjjTX,jjX,"['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- u -- [j,b]', 'W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [j,b]']","['W^0 -- (X) -- nu -- [j,j]', 'W^0 -- (j) -- q -- [X,j]', 'W^0 -- (X) -- nu -- (X) -- B -- (j) -- d -- [X,j]']",bjjjjTX, 2j_l + 1b + 1tau + MET, 2j_l + MET, 4j_l + 1b + 1tau + MET
U D_3 D,L Q D,W^+,W^0,bjjTX,bbjjX,"['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- u -- [j,b]', 'W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [j,b]']","['W^0 -- (b) -- b_L -- (b) -- B -- (j) -- d -- [X,j]']",bbbjjjjTX, 2j_l + 1b + 1tau + MET, 2j_l + 2b + MET, 4j_l + 3b + 1tau + MET
U D_3 D,L Q D,W^+,W^0,bjjTX,jjjjl,"['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- u -- [j,b]', 'W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [j,b]']","['W^0 -- (j) -- q -- (j) -- B -- (j) -- d -- [l,j]']",bjjjjjjTlX, 2j_l + 1b + 1tau + MET, 4j_l + 1l, 6j_l + 1b + 1l + 1tau + MET
U D_3 D,L Q D,W^+,W^0,bjjTX,jjllX,"['W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- u -- [j,b]', 'W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d -- [j,b]']","['W^0 -- (l) -- l -- (l) -- B -- (j) -- d -- [X,j]']",bjjjjTllX, 2j_l + 1b + 1tau + MET, 2j_l + 2l + MET, 4j_l + 1b + 2l + 1tau + MET
